year,week,sl_no,state,district,disease,cases,deaths,report_week,date_reporting,remarks
2014,37,,Gujarat,Bhavnagar,Malaria,32.0,0.0,,,"Cases of fever reported from Village Khared, SC Khared, PHC Madhiya, Block Mahuva, District Bhavnagar. Water logging was found at many places with mosquito breeding. Out of 168 blood slides tested at PHC Madhiya 13 smears were positive for Plasmodium vivax & 19 smears positive for Plasmodium falciparum. District RRT visited the area. House to house survey done. IEC done regarding personal protective measures against mosquito bites."
2014,37,,Karnataka,Tumkur,Dengue?,51.0,0.0,,,"Cases of fever reported from Village Choulihalli, Thimmegoudanahatti, PHC Halkurike, Kadaba,Taluk Tiptur, Gubbi, District Tumkur. RRT investigated the outbreak. One blood sample tested positive for dengue by NS1. Two blood samples sent to MCVR Udupi; result awaited. Entomological survey done in the village. Fever survey done. Larval breeding sites were identified and antilarval measures initiated. Health education given on mosquito control and personal protective measures."
2014,37,,Maharashtra,Satara,Dengue,29.0,0.0,,,"Cases of fever reported from Village Lonand Juna Phaltan road, Sabalewadi, PHC Kanther,,Block Khandala, District Satara. District RRT investigated the outbreak. House to house survey done. All cases treated symptomatically .Out of 27 blood samples tested at NIV Pune, 6 were positive for dengue by IgM ELISA. Entomological survey done. Anti- larval activities and fogging done. IEC done."
2014,37,,Madhya Pradesh,Bhopal,Acute Diarrhoeal Disease,72.0,0.0,,,"Cases reported from Rajshri Pan Masala Industrial area, Govindpura, District Bhopal. Probable cause of outbreak was contamination of tube well water by stagnant water around it. RRT investigated the outbreak. 02 water samples sent to PHE department; result awaited. Health education given regarding safe drinking water and personal hygiene."
2014,37,,,Shivpuri,Malaria & Dengue,212.0,5.0,,,"Cases of fever reported from Village Jhanda, Block Narwar, District Shivpuri. District RRT investigated the outbreak. Out of 212 samples tested for Malaria 51 tested positive for Plasmodium vivax and 08 tested positive for Plasmodium falciparum. Out of 38 serum samples sent to ICMR, Jabalpur 13 was positive for Dengue IgM ELISA. Rapid fever survey done. Health education given. Medical team instructed to visit the affected area. Fogging done in the area."
2014,37,,Odisha,Ganjam,Food Poisoning,35.0,0.0,,,"Cases of diarrhoea reported from Village Jakamaripalli, SC Phasiguda. CHC Bomikei, Block Digapahandi, District Ganjam. People fell ill after consuming food during a social ceremony on 26/08/2014. It was also observed that water used for drinking and cooking was also turbid. People were living in poor sanitary conditions and practiced open field defecation. House to house visit has been done. One rectal swab was sent to Medical college Behrampur, no pathogens found. 01 water sample tested and found to be non potable. Health education given regarding safe water and food."
2014,37,,Tamil Nadu,Nilgris,Viral Hepatitis A,11.0,0.0,,,"Cases reported from Village T V Nagar, Nayakkanmoola, Kozhipalam and Salivayal, PHC Gudalur, Block Gudalur, HSC TK Pet Nanthatty, District Nilgris. District RRT investigated the outbreak. Active survey done. All cases treated symptomatically. A total of 05 serum samples sent to DPHL Coimbatore, all 05 samples tested positive for Hepatitis A. Over head water tanks cleaned. Chlorination of water sources done in the affected area. Halogen tablets distributed in the community. IEC done regarding safe drinking water, hygiene and sanitation."
2014,37,,West Bengal,Alipurduar,Enteric Fever,19.0,0.0,,,"Cases of diarrhoea reported from PHC Chengmari, Kumargram, New Land, Block Kumargram, District Alipurduar. District RRT investigated the outbreak. Active search for cases done. Cases treated symptomatically. Out of 43 blood samples tested 19 were positive by Typhi dot kit. Health education done regarding use of safe water and hand hygiene."
2014,37,,Assam,Lakhimpur,Cholera,110.0,3.0,,,"A total of 59 cases were reported in 36th week. Further 51 cases were reported in 37th week (week ending 14th September 2014) from BPHC Boginodi, MPHC Seajuli, Village Joyhing TE, District Lakhimpur. Patients presented with vomiting, diarrhoea, fever and abdominal pain. People were living in poor sanitary conditions and using drinking water from unsafe wells. People of all ages were affected. Out of 08 stool samples tested at DPL Lakhimpur 03samples tested positive for Cholera O1 serotype. 03 water samples tested & found to be non potable.PHE department is intimated for chlorination of water. Medical camp is organized in the area. Halogen tablets distributed."
2014,37,,West Bengal,Nadia,Measles?,175.0,0.0,,,"A total of 165 cases were reported in 36th week. Further 10 cases were reported in 37th week (week ending 14th September 2014) from multiple blocks Ranaghat I, Tehatta II, Tehatta I, Krishnagar II, Mahesganj, District Nadia. RRT investigated the outbreak.02 vesicular fluid samples have been collected and sent to NIV Pune; result awaited. IEC done on personal hygiene and nutrition."
2014,37,,,Purulia,Cholera,71.0,0.0,,,"A total of 37 cases were reported in 36th week. Further 34 cases were reported in 37th week (week ending 14th September 2014) from Village Poaradih, SC Bhagabandh, Block Puncha, District Purulia. District RRT investigated the outbreak. House to house survey done. Open defecation and poor hygiene observed in the community. Symptomatic treatment given to cases. Out of 03 stool samples sent to BSMCH, 01 sample found positive for Vibrio Cholera O1. Chlorination of water sources done. Disinfection of the surrounding done. ORS packets distributed in the community. Health education given regarding safe drinking water and personal hygiene"
2014,37,,,Birbhum,Dengue,152.0,0.0,,,"A total of 110 cases were reported in 36th week. Further 42 cases were reported in 37th week (week ending 14th September 2014) from Ward No 12 and 15 of Nalhati Municipality, Pahari Natungram NalhatiI, Block / District Birbhum. District RRT investigated the outbreak. Active search for case done. Poor sanitary condition was observed in the community. Out of 22 serum samples sent to Suri Sardar Hospital, 06 samples tested positive for Dengue by IgM ELISA. Anti larval activities and fogging done in the affected area. IEC done regarding personal protective measures"
2014,38,,Integrated Disease Surveillance Programme (Idsp),,Integrated Disease Surveillance Programme (Idsp),,,,,
2014,38,,38Th Week (15Th To 21St September ) 2014,,38Th Week (15Th To 21St September ) 2014,,,,,
2014,38,,Andhra Pradesh,Chittoor,I. Food Poisoning,30.0,0.0,,19/09/14,"Cases of food poisoning reported from Mahatma Jyoti Rao Pule Boys Social Welfare Residential School, Block Sathyavedu, PHC Dasukuppam, SC Sathyavedu, Distt. A total of 02 water samples collected and sent to Regional Lab Tirupati; found to be non potable. Medical camp organized in the area. Health education given regarding hand washing and food safety. Alternate water supply arranged. RRT investigated the outbreak."
2014,38,,Assam,Dhubri,Ii. Measles?,28.0,0.0,,16/09/14,"Outbreak reported from Village Chirakhowa, SC-Jharnarchar, BPHC Sector Jorua South Salmara. District RRT investigated the outbreak. House to house survey done. All cases treated symptomatically. Six serum samples and 4 urine samples was collected and sent for lab investigation, results are awaited. Health education given regarding isolation of cases."
2014,38,,Karnataka,Bangalore Urban,Iii. Dengue,20.0,0.0,,14/09/14,"Cases reported from Village Ramachandrapura, PHC Tindlu, Taluk Bangalore North, Distt Bangalore Urban. RRT investigated the outbreak. Two out of five serum samples tested positive for Dengue by IgM ELISA. House to house survey done. Larval survey done. Out of 345 houses searched 53 had larval breeding. Health education given."
2014,38,,Karnataka,Bellary,Iv. Chikungunya,28.0,0.0,,18/09/14,"Cases of fever reported from Village Halagapura, PHC Magimavinahalli, Taluk H B Halli, Distt Bellary. RRT investigated the cases. A total of 28 blood smears, 07 blood samples and 03 water samples tested at VIMS Bellary; result awaited. House to house survey done. Source reduction activities done. Health education given regarding vector control activities."
2014,38,,,Tumkur,V. Fever,14.0,0.0,,16/09/14,"Cases of fever reported from Village Kabbigere, PHC Tovinkere, Taluk Koratagere, Distt Tumkur. RRT investigated the outbreak. A total of 04 blood samples and 02 water samples collected; Blood samples negative for Dengue and Chikungunya, result of water samples awaited. Larval and fever survey done. Source reduction activities done. Health education done on mosquito control and personal protective measures."
2014,38,,Madhya Pradesh,Sehore,Vi. Chikungunya,58.0,0.0,,13/09/14,"Cases of fever reported from Village Harnavada, Block Ashta, Distt Sehore. District RRT investigated the outbreak. House to house fever survey done. Symptomatic treatment given to cases. 58 blood smears were negative for malaria. 41 serum samples sent for testing of Dengue & Chikungunya; 07 positive for chikungunya by IgM ELISA. Anti larval activities and fogging done in the affected area. IEC done regarding personal protective measures."
2014,38,,Madhya Pradesh,Satna,Vii. Acute Diarrhoeal Disease,23.0,1.0,,15/09/14,"Cases of diarrhoea and vomiting reported from Maihar, Ghunwara, Manaura, District Satna. Block RRT investigated the outbreak. Active house to house survey done. Symptomatic treatment given to cases. 01 stool and 01 water sample sent; result awaited. Health education given regarding personal hygiene and sanitation. A 55year female died due to diarrhea at home."
2014,38,,Maharashtra,Washim,Viii. Dengue,28.0,1.0,,14/09/14,"Cases of fever reported from Village Kenwad, SC/PHC Risod, District Washim. District RRT investigated the outbreak. House to house survey done. All cases treated symptomatically. A 9 year old female child died due to the condition. Out of 5 serum samples sent to GMC Akola 01 tested positive for Dengue by IgM ELISA. Entomological survey done. Anti larval activities and fogging done in the affected area. IEC done regarding personal protective measures."
2014,38,,Tamil Nadu,Madurai,Ix. Dengue,38.0,0.0,,16/09/14,"Cases reported from Village S Vellakulam, PHC / Block Kalligudi, Distt Madurai. A total of 23 blood smears negative for Malaria, 05 serum samples taken tested at Madurai Medical college 03 tested positive for Dengue by IgM ELISA. Water supply was possibly contaminated. House to house surveillance done. Chlorination done. Health education provided. Mass cleaning and disinfection done. Antilarval work done."
2014,38,,Tamil Nadu,Pudukkottai,X. Chikungunya,18.0,0.0,,16/09/14,"Cases reported from Village Perumalpatti, HSC Adappakarasathiram, PHC / Block Perungalur, Distt Pudukkottai. A total of 08 serum samples sent to KAPV Medical College and 01 found positive for Chikungunya. Antilarval work, fogging, OHT and chlorination done."
2014,38,,,Thanjavur,Xi. Food Poisoning,29.0,0.0,,16/09/14,"Cases reported from Village Kayavur, HSC / PHC / Block Thiruvonam, Distt Thanjavur. Cases had history of consumption of contaminated food in an engagement function. Health education given."
2014,38,,,Tiruvarur,Xii. Food Poisoning,87.0,0.0,,16/09/14,"Cases reported from Village / HSC Allankottai, PHC Ullikotai, Block Mannarkudy, Distt Tiruvar. A total of 01 stool samples tested at Thanjvur Medical college showed no growth of pathogens. Three water samples sent to Trichy water lab; result awaited. Cases had history of consumption of food in a social ceremony. RRT investigated the cases. Disinfection of water done. Health education given."
2014,38,,West Bengal,South Parganas,Xiii. Acute Diarrhoeal Disease,115.0,0.0,,18/09/14,"Cases reported from Village Chargheri and Santiganchi, SC Chargheri, GP Lahiripur, Block Gosaba, Distt South Parganas. Probable source of contamination is Prasad consumed at Panta Puja. One stool sample collected; result awaited. RRT visited the area. Active case search done. Health education done."
2014,38,,West Bengal,South Parganas,Xiv. Acute Diarrhoeal Disease,115.0,0.0,,18/09/14,"Cases reported from Village Chargheri and Santiganchi, SC Chargheri, GP Lahiripur, Block Gosaba, Distt South Parganas. Probable source of infection was consumption of Prasad in a puja. One stool sample collected. Block RRT visited the area. Active case search done. Health education given."
2014,38,,Bihar,Banka,Xv. Acute Diarrhoeal Disease,29.0,0.0,,,"Cases of diarrhea reported from Kharauni, District Banka. District RRT investigated the outbreak. Active case search done. Symptomatic treatment given to all cases. Probable cause of outbreak was contamination of drinking water. Chlorine tablets and ORS packets distributed. Health education done regarding safe drinking water and sanitation."
2014,38,,,Darbhanga,Xvi. Acute Diarrhoeal Disease,81.0,0.0,,,"Cases of diarrhea reported from Village Sinuwara Gopal, PHC Bahadurpur, Block Bahadurpur. Distt Darbhanga. Active case search done. Symptomatic treatment given to all cases. Chlorine tablets and ORS packets distributed. Health education done regarding safe drinking water and sanitation."
2014,38,,,Nawada,Xvii. Food Poisoning,16.0,0.0,,,"Case of vomiting and abdominal pain reported from Village/ SC Ajampur, Block Warsaliganj,District Nawada. District RRT investigated the outbreak. Active search for cases done. Cases had consumed common food (Khichhdi) in a mid day meal programme. All cases treated symptomatically. Food sample sent; result awaited. Health education given regarding food hygiene and sanitation."
2014,38,,Gujarat,Ahmedabad,Xviii. Measles,17.0,0.0,,,"Cases of fever with rash reported from Village unapadhar, SC Ukhalod, PHC Manipura, Taluka Viramgam, Distt. Ahmedabad. District RRT investigated the outbreak. Active search for new cases done. All cases treated symptomatically. Three out of five serum samples tested at Microbiology Lab. BJMC tested positive for measles by IgM ELISA. IEC done regarding isolation of cases."
2014,38,,Haryana,Kaithal,Xix. Acute Diarrhoeal Disease,14.0,1.0,,,"Cases of diarrhea reported from Harihan Mohalla, Village Kotra, PHC Jakholi, CHC Rajound, Distt Kaithal. RRT investigated the outbreak. It was observed that drinking water was used from Borewell. A total of 06 water samples collected and sent to Public Health Lab Kaithal out of which 04 found unfit. 03 stool samples sent to State Bacteriology Lab Karnal and found negative for Cholera. A total of 07 OT test were done on water and all found fit. House to house survey done. Halogen tablets distributed and bleaching ensured. A 02 year old girl child expired due to disease."
2014,38,,Jharkhand,Dumka,Xx. Food Poisoning,119.0,0.0,,,"Cases reported from Krist Raja School, Raneswar, Palasdnagal, Distt Dumka. Cases presented with abdominal pain, vertigo and vomiting. Food samples consisting of Oil, Besan, Atta, Sugar sent to Food exam lab Namkum; result awaited. RRT investigated the outbreak."
2014,38,,,Dumka,Xxi. Acute Diarrhoeal Disease,19.0,0.0,,,"Cases of loose motion and vomiting reported from Village Mirdhatola, SC /PHC Gamharia, Block Masalia, District Dumka. District RRT investigated the outbreak. Active search for cases done. All cases treated symptomatically. Probable cause of outbreak was contamination of drinking water. Two stool samples collected & sent to RIMS, Ranchi; result awaited. Chlorination of water sources done. ORS packets distributed. IEC done regarding personal hygiene and safe drinking water."
2014,38,,Karnataka,Udupi,Xxii. Fever,20.0,0.0,,,"Cases reported from Village / PHC Koteshwara A, Taluk Kundapura, Distt Udupi. RRT investigated the outbreak. Cases reported from school children of Moraji Desai Residential school. A total of 02 serum samples tested for Dengue; result awaited. Twenty blood smears prepared and tested; result awaited. Health education given."
2014,38,,,Kolar,Xxiii. Dengue,22.0,1.0,,,"Cases reported from Village / PHC Alangur, Taluk Mulbagal, Distt Kolar. RRT investigated the outbreak. Larval and fever surveillance done. Aedes larvae were found in cement tank, barrels and drums etc. one out of 02 serum samples positive for Dengue by IgM ELISA. Sanitary conditions were very poor. Health education given. One blood sample found positive for Dengue by IgM ELISA."
2014,38,,Kerala,Kollam,Xxiv. Viral Hepatitis?,12.0,0.0,,,"Cases of yellowish discolouration of eye, nausea and weaknes reported from a hostel in Kollam Corporation, District Kollam. District RRT investigated the outbreak. House to house survey done. Out of 45 serum samples tested 12 samples showed raised bilirubin levels. All cases treated symptomatically. Chlorination of water sources done. Health education given regarding safe drinking water and sanitation."
2014,38,,Maharashtra,Ahmednagar,Xxv. Measles,15.0,0.0,,,"Cases reported from Village Dhorsade SC Shahartakli PHC Dahigaon, Block Shevgaon District Ahmednagar. District RRT investigated the outbreak. All the affected were under 03-10 years of age. House to house survey done. Cases treated symptomatically. Vitamin A solution given to cases. Out of 5 samples sent 4 tested positive for Measles by IgM ELISA. Health education given regarding isolation of cases."
2014,38,,Maharashtra,Amravati Amravati Amravati,Xxvi. Fever,41.0,1.0,,,"Cases of fever reported from Village /PHC Papal , Block Nandgaon, District Amravati. District RRT investigated the outbreak. House to house survey done. All cases treated symptomatically. All the affected were in 03-10 years of age. Increase in mosquito density was observed in the area. A total of 12 Blood serum samples sent to Sentinel Lab for Dengue & Chikungunya; result awaited. Forty one blood smears tested negative for malaria. IEC done."
2014,38,,,,Xxvii. Fever,44.0,1.0,,,"Cases of fever reported from Peth Pura, (Urban Area) Block Morshi, District Amravati. District RRT investigated the outbreak. House to house survey done. All cases treated symptomatically. Eleven Blood serum samples sent to Sentinel Lab for Dengue & Chikungunya; result awaited. Forty four blood smears tested negative for malaria. IEC done."
2014,38,,,,Xxviii. Fever,124.0,1.0,,,"Cases of fever reported from Village/PHC Hiwarkhed, Block-Morshi, Distt Amravati. District RRT investigated the outbreak. House to house survey done. All cases treated symptomatically. Increase in mosquito density was observed in the area. Six blood serum sent to Sentinel lab Yeotmal Dengue & Chikungunya; result awaited. 123 blood smears tested negative for malaria. IEC done."
2014,38,,Maharashtra,Chandrapur Chandrapur Jalna,Xxix. Dengue?,203.0,0.0,,,"Cases reported from Village/SC Vittalwada, Chekpipri, Shreeram, PHC Dhaba, Block Gondpipri, District Chandrapur. District RRT investigated the outbreak. A total of 169 blood smears negative for malaria, 32 out of 58 blood samples tested positive for Dengue by IgM ELISA. House to house survey done. All cases treated symptomatically. Increase in mosquito density and poor sanitation was observed in the area.IEC done."
2014,38,,,,Xxx. Fever,30.0,0.0,,,"Cases reported from Village Belgaon, SC Torgaon, PHC Aher navargaon, Block Bramhapuri District Chandrapur. District RRT investigated the outbreak. House to house survey done. All cases treated symptomatically. Increase in mosquito density and poor sanitation was observed in the area. IEC done."
2014,38,,,,Xxxi. Dengue,15.0,2.0,,,"Cases reported from Village/SC Ghungarde Hadgaon, PHC Patan, Block Ambad, District Jalna. District RRT investigated the outbreak. House to house survey done. All cases treated symptomatically. Increase in mosquito density and poor sanitation was observed in the area. One serum sample out of 08 tested positive for Dengue by IgM ELISA. Dry day was observed in the area. Entomological survey done. Anti larval activities and fogging done in the affected area. IEC done regarding personal protective measures."
2014,38,,Maharashtra,Nagpur,Xxxii. Fever,10.0,1.0,,,"Cases reported from Village Paradshinga , Hadgaon, PHC Yenwa, , Block Katol, District Nagpur. District RRT investigated the outbreak. House to house survey done. All cases treated symptomatically. One out of 10 samples sent to IGGMC Nagpur tested NS1 Positive. Entomological survey done. Anti larval activities and fogging done in the affected area. IEC done regarding personal protective measures."
2014,38,,Uttar Pradesh,Firozabad,Xxxiii. Acute Diarrhoeal Disease,17.0,0.0,,,"Cases of diarrhoea reported from Village Shekhpur,PHC Kotla, District Firozabad. District RRT investigated the outbreak. Active search for cases done. All cases treated symptomatically. Health education given regarding personal hygiene and sanitation."
2014,38,,,Siddharth Nagar,Xxxiv. Acute Diarrhoeal Disease,16.0,1.0,,,"Cases of diarrhoea reported from Village Molbi mahadeva, SC Ramwapur kali, PHC/Block Shoharathgardh. District RRT investigated the outbreak. Active search for cases done. All cases treated symptomatically. Poor sanitary conditions were observed in the community. ORS packets distributed. Health education given regarding personal hygiene and sanitation."
2014,38,,West Bengal,South Parganas,,124.0,0.0,,,"Cases reported from Village Haradhanpur, GP Dhaspur Sumatinagar, Block Sagar, Distt South Parganas. Students fell ill after consuming mid day meal in school and presented with vomiting, pain abdomen. A lizard was discovered later in meals"
2014,38,,Assam,Lakhimpur,I. Cholera,132.0,4.0,,04/09/14,"Cases of diarrhea reported from Joyhing TE, PHC Seajuli, Distt Lakhimpur. Patients presented with vomiting, diarrhea and fever. People were living in poor sanitary conditions and practiced open field defecation. Drinking water source in the community was unsafe wells. A total of 08 stool samples collected and sent to DPL out of which 03 were positive for V Cholera (O1 Ogawa) by Culture. Three water samples were collected for MPN test and found unsatisfactory. Medical camps were organized. Active case search conducted. Health education done. Halogen tablets distributed for household chlorination of water. Public health department intimated for chlorination of water. One death out of 04 was cholera confirmed of a 10 year old."
2014,39,,Integrated Disease Surveillance Programme (Idsp),,Integrated Disease Surveillance Programme (Idsp),,,,,
2014,39,,39Th Week (22 – 28Th September ) 2014,,39Th Week (22 – 28Th September ) 2014,,,,,
2014,39,1.,Assam,Dima Hasao,I. Enteric Fever?,13.0,0.0,,17/09/14,"Cases reported from Villages Muolhoi, Lodi, Police colony, N Leikul, Haflong, Block Mahur, District Dima Haso. District RRT investigated the outbreak. Active survey done. All cases treated symptomatically. Out of 24 blood samples tested 12 samples tested positive for Typhoid by Typhi Dot. 02 water samples sent to Microbiology Department, GMCH; result awaited. Public health engineering department was requested to monitor water quality. Health education given regarding safe drinking water and sanitation."
2014,39,2.,Andhra Pradesh,Medak,Ii. Acute Diarrhoeal Disease,14.0,0.0,,20/09/14,"Cases reported from Village / SC / PHC Hathnoora, Mangalbashthi area, District Medak. District RRT investigated the outbreak. Active survey done. All cases treated symptomatically. Poor sanitation was observed in the area and pipeline leakages were observed in the area. 05 water samples tested at Indian Institute of Preventive Medicine, Hyderabad were found to be potable. Medical camp organized in the area. Health education given regarding safe drinking water and sanitation."
2014,39,,Andhra Pradesh,Nalgonda,Iii. Malaria,31.0,0.0,,21/09/14,"Cases reported from Village Thettekunta. Jaithram Thanda. Mangali Dubba, PHC Damercharia, District Nalgonda. District RRT investigated the outbreak. Active survey done. All cases treated symptomatically. Mosquito breeding was observed in the area. Out of 18 blood smears tested for malaria at District Malaria Lab Nalgonda, 05 smears tested positive for P.Vivax. 13 blood samples collected for Dengue and Chikungunya sent to Nallakunta Hyderabad; result awaited. Entomological survey done. Anti larval activities and fogging done in the affected area. IEC done regarding personal protective measures."
2014,39,3.,Chattisgarh,Raipur,Iv. Acute Diarrhoeal Disease,57.0,0.0,,15/09/14,"Cases of diarrhoea reported from CHC Abhanpur, PHC Khorpa, Saarkhi, District Raipur. District RRT investigated the outbreak. Active survey done. All cases treated symptomatically. Poor sanitary conditions were observed in the area. Chlorination of water sources done.ORS packets distributed. Health education done regarding safe drinking water and sanitation."
2014,39,4.,Gujarat,Patan,V. Fever,19.0,3.0,,24/09/14,"Cases reported from Village / SC Vamaiya, PHC Aghar, Taluk / District Patan. District RRT visited the area. House to house survey done. All cases treated symptomatically. Mosquito breeding was observed in stored water collections. Four Serum samples were tested at Micro lab Mehsana civil hospital and found negative for Dengue by NS1, 03 serum samples were tested at BJMC and found negative for leptospira. 04 Serum samples tested at NIV Pune, found negative for Chandipura and CCHF. Two blood smears tested positive for Malaria (P Vivax). Fogging done in the area. Antilarval activities initiated. Health education done."
2014,39,,,Vadodara,Vi. Acute Diarrhoeal Disease,33.0,0.0,,22/09/14,"Cases reported from Village Pansoli, Navinagari and Tekra Faliya, SC Amreshwar, PHC Sathod, Block Dabhoi, District Vadodara. District RRT visited the area. House to house survey done. All cases treated symptomatically. 02 water samples tested at Public health lab, Vadodara found potable. One stool sample tested negative for Cholera. Pipeline leakages were identified and repaired. Health education given regarding safe drinking water and food safety."
2014,39,,,Sabarkantha,Vii. Food Poisoning,53.0,0.0,,25/09/14,"Cases reported from Village Anera, SC Anera, PHC Hadiyol, Taluka Himatnagar, District Sabarkantha. District RRT visited the area. House to house survey done. All cases treated symptomatically. All the affected were women and had a history of consumption of Dhokla in a ceremony. A total of 1 food sample collected and sent to food and drug department; result awaited. Health education done."
2014,39,5.,Kerala,Idukki,Viii. Food Poisoning,12.0,0.0,,26/09/14,"Cases of fever, vomiting and diarrhoea reported from Village Vandiperiyar, HSC Stagbrooke, PHC Vandiperiyar, Block / District Idukki. . District RRT visited the area. House to house survey done. All cases treated symptomatically. Cases had history of consumption of common food( fish). Food and water samples collected; result awaited. Health education given regarding safe drinking water and food safety."
2014,39,,,Pathanamthitta,Ix. Viral Hepatitis A?,40.0,0.0,,16/09/14,"Cases reported from Village Kulashekharapahty, HSC Ward no 14, 18 & 21, PHC Pathanamthitta Municipality, Block Elanthoor, District Pathanamthitta. . District RRT visited the area. House to house survey done. All cases treated symptomatically. 03 serum samples tested positive for Hepatitis A ( IgM ELISA). Chlorination of water sources done. Health education done regarding safe drinking water and sanitation."
2014,39,6.,Maharashtra Maharashtra,Amravati,X. Food Poisoning,18.0,0.0,,22/09/14,"Cases of nausea, vomiting and loose motion reported from PHC Shirala, HSC Narsingpur, Block Amravati, District Amravati. District RRT visited the area. House to house survey done. All cases treated symptomatically. Cases consumed common food (Toor Dal, Rice, roti, curd and chatani ) in a social gathering. Health education done regarding food handling, food storage and hygiene."
2014,39,,,Jalgaon,Xi. Food Poisoning,27.0,1.0,,23/09/14,"Cases reported from Village Ahirwadi, PHC Waghod, District Jalgaon. District RRT visited the area. House to house survey done. All cases treated symptomatically. Cases consumed common food in a social gathering. .Food samples collected; result awaited. Health education done regarding food & water hygiene and sanitation."
2014,39,,,Nanded,Xii. Fever,19.0,1.0,,23/09/14,"Cases reported from Village Lavhrala, SC Ashtur, PHC Malakoli, Taluka Loha, District Nanded. District RRT visited the area. House to house survey done. All cases treated symptomatically. Mosquito breeding was observed in water containers. A total of 05 serum samples sent to Nanded Medical College tested negative for Dengue by IgM ELISA. Health education given."
2014,39,7.,Madhya Pradesh,Khandwa,Xiii. Malaria,7.0,0.0,,21/09/14,"Cases of fever reported from Village Dhanwani, CHC / Block Killod, District Khandwa. District RRT visited the area. House to house survey done. All cases treated symptomatically. A total of 21 samples tested by RDK 05 tested positive for P vivax and 02 samples tested positive for P. falciparum. Anti larval activities and fogging done in the affected area. IEC done regarding personal protective measures."
2014,39,8.,Puducherry,Kariakal,Xiv. Food Poisoning,70.0,0.0,,21/09/14,"Cases reported from North Street, Kamaraj Salai, Keezhatheru, District Kariakal. District RRT visited the area. House to house survey done. All cases treated symptomatically. 01 Vomitus sample sent to District Model Lab; result awaited. Health education given regarding food hygiene and sanitation."
2014,39,9.,Punjab,Sangrur,Xv. Cholera?,94.0,0.0,,23/09/14,"Cases reported from Village Lehra Gaga, District SangrurDistrict RRT visited the area. House to house survey done. All cases treated symptomatically. Probable source of infection was consumption of contaminated tap water. Out of 08 water samples collected and sent to District Public Health Lab Mohali, 04 samples were found non potable. Out of 11 stool samples collected and sent to GMC Patiala 1 tested positive for Cholera (Ogawa). Health education given regarding food & water hygiene and sanitation."
2014,39,10.,Rajasthan,Dausa,Xvi. Food Poisoning,51.0,0.0,,26/09/14,"Cases reported from Village Talchidi, PHC Talchidi, Block Mahwa, District Dausa. District RRT visited the area. House to house survey done. All cases treated symptomatically. Cases had history of consumption of food in a social ceremony. 02 Food samples collected and sent to Food Lab.Jaipur; result awaited. Health education given regarding food & water hygiene and sanitation."
2014,39,,,Bhilwara,Xvii. Measles,31.0,0.0,,15/09/14,"Cases reported from Village Amartiya, SC Pithas, PHC Swaipur, Block Kotri, District Bhilwara. District RRT visited the area. House to house survey done. All cases treated symptomatically. All the affected were between 1-14 years of age. Out of 05 blood samples sent to SMS Jaipur, 04 samples tested positive for Measles IgM ELISA.02 throat samples sent to NIV, Pune tested positive for Measles. 01 urine sample sent to NIV Pune; result awaited. Vitamin A prophylaxis given to cases. IEC done regarding isolation of cases."
2014,39,11.,,Thiruvallur,Xviii. Enteric Fever?,17.0,0.0,,22/09/14,"Cases reported from Village Methipalayam, HSC Elavur, PHC Sunambukulam, Block Gummudipoondi, District Thiruvallur. District RRT visited the area. House to house survey done. All cases treated symptomatically. Out of 04 serum samples tested 01 sample positive for WIDAL. Health education given regarding safe drinking water and sanitation."
2014,39,,,Kancheepuram,Xix. Mumps,10.0,0.0,,25/09/14,"Cases reported from Village Thandalam, HSC Perumbakkam, PHC L Endathur, Block Acharapakkam, District Kancheepuram. District RRT visited the area. House to house survey done. All cases treated symptomatically. Health education given regarding isolation of cases."
2014,39,,,Madurai,Xx. Enteric Fever?,22.0,0.0,,24/09/14,"Cases reported from Village Manappatty, HSC Manappatty, PHC Thumpaipatty, Block Kottampatty, District Madurai. District RRT visited the area. House to house survey done. All cases treated symptomatically. 13 blood smears done found negative for malaria. 02 blood samples tested positive for Typhoid by Widal Test. Chlorination of water sources done. Health education given regarding safe drinking water and sanitation."
2014,39,,,Thiruvannamalai,Xxi. Chikungunya,11.0,0.0,,19/09/14,"Cases reported from Villge Mettu Street, Kamaraj Nagar, HSC ward No 17, PHC Vandavasi Municipality, Block Vandavasi, District Thurvannamalai. District RRT visited the area. House to house survey done. All cases treated symptomatically. Out of 05 serum samples tested at ZET Vellore 04 samples tested positive for Chikungunya ( IgM ELISA). Migratory population was residing in the area. Indoor fogging with 2% Pyrethrum done. All water containers cleaned & treated with Temephos. Entomological survey done. Health education done."
2014,39,,Tamil Nadu,Virudhunagar,Xxii. Chikungunya,18.0,0.0,,24/09/14,"Cases of fever, arthralgia and myalgia reported from Village / HSC Lakshmipuram, PHC M Reddiapatti, Block Thiruchuli, District Virudhunagar. District RRT visited the area. House to house survey done. All cases treated symptomatically. 05 serum samples tested at ZET Virudhunagar 04 samples tested positive for both Chikungunya and Leptospira. Entomological survey done. Anti larval activities and fogging done in the affected area. IEC done regarding personal protective measures."
