year,week,sl_no,state,district,disease,cases,deaths,report_week,date_reporting,remarks
2013,5,8.,Tamil Nadu,Dharmapuri,X. Food Poisoning,10.0,0.0,,29/01/13,"Cases of loose motion, vomiting, pain and abdominal pain reported from Village/SC Errapatti, PHC Perumbalai, Block Pennagaram, District Dharmapuri due to consumption of contaminated food (rice, kollu rasam). Medical team investigated the outbreak. House to house survey done. Cases treated symptomatically. Health education given regarding food hygiene."
2013,5,,,Karur,Xi. Fever,20.0,0.0,,31/01/13,"Cases of fever with joint pain reoorted from Village Vadavampadi, SC Velayuthampalayam, PHC Kaniyalampatti, Block Kadavur District Karur. District RRT investigated the outbreak. Treatment of cases done on house to house visit. Sample not collected. Vector control measures undertaken. IEC done."
2013,5,,,Namakkal,Xii. Dengue,47.0,0.0,,29/01/13,"Outbreak of fever with headache, joint pain, and body ache reported from Village/SC Olugurpatty, PHC/Block Peramathy, District Namakkal. District RRT investigated the outbreak. House to House fever survey done. Out of 5 serum sample collected and sent to ZET Salem, 3 samples were positive for Dengue. Anti-larval activities and fogging done in the affected area. IEC done."
2013,5,,,Tiruchirappalli,Xiii. Chickenpox,11.0,0.0,,30/01/13,"Cases of fever with vesicular rash reported from Village Melakalkandarkottai, PHC EB Road, Block Trichy Corporation, District Tiruchirappalli. Medical team investigated the outbreak. First cases occurred on 30/01/13. Cases treated locally. Health education given regarding isolation of cases and hygiene maintenance."
2013,5,9.,Uttarakhand,Dehradun,Xiv. Viral Hepatitis E & A,13.0,0.0,,01/02/13,"Cases of jaundice reported from Village Nai basti, Block Race Course, District Dehradun. District RRT investigated the outbreak. Cases treated at local health centre and Doon Hospital Dehradun. 4 serum samples collected and sent to HIHT Jolly Grant out of which 2 samples were positive for Hepatitis E and 2 samples for Hepatitis E & A. Chlorination of water sources done in the affected area. Inspection of water supply pipeline done by Jal Sansthan. IEC done regarding safe drinking water, food hygiene and sanitation."
2013,5,1.,Assam,Sivasagar,Xv. Viral Hepatitis A & E,12.0,0.0,,,"Cases of jaundice reported from Village Konowarpur, SC Dhitaipukhuri, BPHC Khelua, District Sivasagar. Block health team investigated the outbreak. Active search for cases done. Cases treated locally. Out of 9 serum samples collected, 4 samples were positive for Hepatitis A and 4 samples for Hepatitis A & E. 1 patient treated at Assam Medical College & Hospital Dibrugarh. Chlorination of water sources done by PHED. IEC done."
2013,5,2.,Karnataka,Tumkur,Xvi. Chikungunya,26.0,0.0,,,"Cases of fever with joint pain reported from Village Doddahatti, PHC/Block Pavagada, District Tumkur. District RRT investigated the outbreak. House to house fever survey done. Medical camp organized in the locality. Cases treated symptomatically. All 26 blood smears collected tested negative for malaria. 3 serum samples collected which tested positive for Chikungunya. Fogging done in the affected area."
2013,5,,,Bellary,Xvii. Measles,40.0,0.0,,,"Outbreak of fever with rash reported from Tekkalokota urban, PHC Tekkalokota, Block Bellary, District Bellary. District RRT investigated the outbreak. People were of low socio economic status living in overcrowded place. Active search for fever cases done. Cases treated symptomatically. 5 serum samples collected and sent to NIV, Bangalore which tested positive for measles. Vitamin A solution given to cases. Immunization of unvaccinated children done in the affected area. Health education given regarding isolation of the cases."
2013,5,3.,Kerala,Thrissur,Xix. Mumps,51.0,0.0,,,"Outbreak reported from Village/SC Varavur, PHC Desamangalam, Block Erumapaetty, District Thrissur. District RRT investigated the outbreak. Active search for cases done. Cases were from same school. All cases treated locally. Health education given."
2013,5,4.,Maharashtra,Satara,Xx. Dengue,18.0,0.0,,,"Cases reported from Village/SC Atit, PHC Shirval, Block Khandala, District Satara. Medical team investigated the outbreak. House to house fever survey done. Cases treated at local health centre. 3 serum samples collected and sent to NIV Pune which tested positive for Dengue. Entomological survey done in the affected area. Vector control measures undertaken. IEC done."
2013,5,5.,West Bengal,South 24 Parganas,Xxi. Food Poisoning,61.0,0.0,,,"Cases of vomiting and abdominal pain reported from Aksedia Daul Banat (Balika) Madarsa, Village Baje Oroncho, SC Fuldubi, Block Baruipur, District South 24 Parganas due to consumption of contaminated stale food. District RRT and Block health team investigated the outbreak. Cases treated symptomatically. Health education given regarding safe food habits."
2013,5,1.,Tamil Nadu,Virudhunagar,Chikungunya And Dengue,31.0,0.0,,,"This outbreak was reported as fever outbreak in 4th week (ending on 27th January 2013) from Village Chelliyapuram HSC Nathakulam PHC/ Block Narikudi, District Virudhunagar. Out of total 6 serum samples collected and sent to IVCZ Hosur, 2 samples were positive for chikungunya and 2 samples for chikungunya and dengue. Control measures undertaken. IEC done"
2013,5,,,Ramanathapur Am,Dengue,15.0,0.0,,,"The outbreak was reported as fever outbreak from Village Veerambal, SC Ilanchembur, PHC Melasirupothu, District Ramanathapuram in 4th week (ending on 27th January 2013). All 15 blood smear examined tested negative for malaria. Out of total 6 serum sample collected and sent to Madurai Medical college, 5 samples were positive for Dengue. Control measures undertaken in the affected area."
2013,6,,Through Integrated Disease Surveillance Project (Idsp),,Through Integrated Disease Surveillance Project (Idsp),,,,,
2013,6,,6Th Week (4 To 10 February) 2013,,6Th Week (4 To 10 February) 2013,,,,,
2013,6,1.,Andhra Pradesh,Khammam,I Food Poisoning,45.0,1.0,,07/02/13,"Outbreak of loose motion, vomiting and abdominal pain reported from Village Chiravelli, SC Madharam, PHC/Block Kukkunoor, District Khammam due to consumption of contaminated food (fish curry). Medical team investigated the outbreak. Affected cases were migrant labourers. Medical camp established in the locality. Cases treated symptomatically. 10 patients treated at PHC Kukkunoor. 1 death occurred in patient aged 45 years. Health education given."
2013,6,2.,Gujarat,Rajkot,Ii Food Poisoning,12.0,0.0,,04/02/13,"Cases of vomiting and abdominal pain reported from Village/SC Gavridad, PHC Sanosara, Block/District Rajkot due to consumption of wild herb jatropha seeds. Medical team investigated the outbreak. Affected cases were children from same locality. Cases treated at PDU Medical College, Rajkot. IEC done regarding non consumption of wild herbs."
2013,6,3.,Jharkhand,Dhanbad,Iii Viral Hepatitis?,51.0,0.0,,08/02/13,"Outbreak of jaundice reported from Village/PHC Katran, Block Bhagmara, District Dhanbad. District RRT investigated the outbreak. House to house survey done. Temporary medical camp established in the locality. Cases treated symptomatically. Sample not collected. Chlorine tablets distributed in the community. Health education given regarding safe drinking water, hygiene and sanitation."
2013,6,4.,Karnataka,Bellary,Iv Fever,44.0,0.0,,05/02/13,"Outbreak of fever with arthralgia and myalgia reported from Village Deogiri, PHC Bandri, Block Sandur, District Bellary. District RRT investigated the outbreak. House to house fever survey done. All 44 blood smears examined tested negative for malaria. Vector control measures undertaken in the affected area. IEC done."
2013,6,5.,Maharashtra,Kolhapur,V Food Poisoning,36.0,0.0,,08/02/13,"Outbreak reported from Village Chikhalwadi, PHC Manjare, Block Shahuwadi, District Kolhapur due to consumption of contaminated food in death ceremony. Medical team investigated the outbreak. Cases treated symptomatically. Health education given."
2013,6,,,Ratnagiri,Vi Fever,20.0,0.0,,02/02/13,"Outbreak reported from Village/SC Velneshwar, PHC Hedvi, Block Guhagar, District Ratnagiri. District RRT investigated the outbreak. House to house fever survey done. Cases treated symptomatically. 20 Blood smears collected which tested negative for malaria. 5 serum samples collected which tested negative for Dengue and Chikungunya. Entomological survey done in the affected area. Vector control measures undertaken. IEC done."
2013,6,6.,Odisha,Cuttack,Vii Food Poisoning,95.0,0.0,,09/02/13,"Outbreak of loose motion and vomiting reported from Bhagipur Primary School, Village Bhagipur, SC Gayalbanks, CHC Dompada, District Cuttack due to consumption of contaminated food in mid day meal. Medical team investigated the outbreak. Medicine and ORS packets given to cases. Health education given regarding safe food habits."
2013,6,,Odisha,Rayagada,Viii Measles,32.0,0.0,,02/02/13,"Outbreak of fever with rash reported from Rengalipadar Sevashrama School, Village/SC Sirijholi, CHC/ Block Jagannathpur, District Rayada. Block health team investigated the outbreak. Active search for fever cases done in the affected area. Cases treated locally. Vitamin A solution given to cases. IEC done regarding isolation of cases."
2013,6,7.,Punjab,Ludhiana,Ix Viral Hepatitis E,21.0,0.0,,03/02/13,"Cases of jaundice reported from Village Malak, Block Jagraon, District Ludhiana. District RRT investigated the outbreak. House to house survey done. Cases treated at local health centre. 5 serum samples collected which tested positive for Hepatitis E. Chlorination of water sources done. Health education given regarding safe drinking water, hygiene and sanitation."
2013,6,8.,Tamil Nadu,Dharmapuri,X Chickenpox,8.0,0.0,,06/02/13,"Cases of fever with vesicular rash reported from Village Asthagiriyoor, SC Maniyambadi, PHC Kadathur, Block Morappur, District Dharmapuri. District RRT investigated the outbreak. Active search for fever cases done. Cases treated locally. Cases were in age group 10-14 years. Health education given regarding isolation and early treatment of cases."
2013,6,,,Dindigul,Xi Chikunguny A,24.0,0.0,,07/02/13,"Outbreak of fever with joint pain and myalgia reported from Village Oothupatti, SC/PHC S.Thummalapatti, Block Nilakottai, District Dindigul. District RRT investigated the outbreak. House to house fever survey done. Cases treated at local health centre. All 24 blood smears examined tested negative for malaria. Out of 3 serum samples collected, 2 samples were positive for Chikungunya. Anti-larval activities and fogging done in the affected area."
2013,6,,,Namakkal,Xii Chickenpox,33.0,0.0,,07/02/12,"Outbreak of fever with vesicular rash reported from Village/SC Kadapalli, PHC/Block Eranapuram, District Namakkal. Medical team investigated the outbreak. House to house fever survey done. Temporary medical camp organized in the locality. Cases treated symptomatically. Most of the cases were below 15 years of age. IEC done regarding isolation of cases and personal hygiene."
2013,6,,,Pudukkottai,Xiii Acute Diarrhoeal Disease,24.0,0.0,,09/02/13,"Outbreak of loose motion and vomiting reported from Village Rajabagathur, SC Ganapathipuram, PHC Athanakottai, Block & District Pudukkottai. District RRT investigated the outbreak. House to house survey. Cases treated symptomatically. 2 stool samples collected and sent to KAPV Medical college Trichy which tested negative for cholera. Chlorination of water sources done. Inspection of water supply pipeline done. IEC done regarding safe drinking water, hygiene and sanitation."
2013,6,1.,Gujarat,,Xiv Chickenpox,35.0,0.0,,,"Outbreak reported from Village/SC Jodiya, PHC Hadiyana, Block Jodiya, District Jamnagar. Medical team investigated the outbreak. House to house survey done. Medicine given to cases. Most of the cases were below 14 years of age. IEC done regarding isolation of cases and personal hygiene."
2013,6,2.,Karnataka,,Xv Diphtheria,9.0,1.0,,,"Cases reported from Village Sarwad, Block and District Bijapur. District RRT investigated the outbreak. Active search for case done. Affected cases were residents of overcrowded place with poor sanitary condition. Cases were below 15 years of age. Cases treated. Out of 7 throat swab samples collected, 1 sample was positive for C. diphtheriae by culture. Immunization of unvaccinated children done in the affected area. Instructions given to Medical Officers for monitoring of vaccine preventable diseases and strengthening of routine immunization programme. IEC done regarding isolation of cases."
