date,state,disease,total_cases,total_deaths
2015-08-10,Bihar,Chickenpox,7,0
2015-09-14,Bihar,Chickenpox,13,0
2015-12-21,Bihar,Chickenpox,17,0
2015-12-28,Bihar,Chickenpox,34,0
2016-01-18,Bihar,Chickenpox,42,0
2016-02-01,Bihar,Chickenpox,22,0
2016-02-08,Bihar,Chickenpox,24,0
2016-02-15,Bihar,Chickenpox,257,0
2016-02-22,Bihar,Chickenpox,757,2
2016-02-29,Bihar,Chickenpox,26,0
2016-03-07,Bihar,Chickenpox,178,0
2016-03-14,Bihar,Chickenpox,336,0
2016-03-28,Bihar,Chickenpox,200,0
2016-04-04,Bihar,Chickenpox,345,0
2016-04-18,Bihar,Chickenpox,89,1
2016-04-25,Bihar,Chickenpox,201,0
2016-05-02,Bihar,Chickenpox,110,0
2016-05-09,Bihar,Chickenpox,146,0
2016-05-16,Bihar,Chickenpox,61,0
2016-05-23,Bihar,Chickenpox,59,0
2016-05-30,Bihar,Chickenpox,35,0
2016-06-06,Bihar,Chickenpox,61,0
2016-07-04,Bihar,Chickenpox,11,0
2016-12-19,Bihar,Chickenpox,23,0
2017-01-16,Bihar,Chickenpox,18,0
2017-01-23,Bihar,Chickenpox,54,0
2017-02-13,Bihar,Chickenpox,22,0
2017-02-20,Bihar,Chickenpox,20,0
2017-02-27,Bihar,Chickenpox,0,0
2017-03-06,Bihar,Chickenpox,84,0
2017-03-13,Bihar,Chickenpox,76,0
2017-03-20,Bihar,Chickenpox,55,0
2017-03-27,Bihar,Chickenpox,0,0
2017-04-03,Bihar,Chickenpox,0,0
2017-04-10,Bihar,Chickenpox,0,0
2017-04-17,Bihar,Chickenpox,0,0
2017-04-24,Bihar,Chickenpox,0,0
2017-05-01,Bihar,Chickenpox,18,0
2017-05-08,Bihar,Chickenpox,18,0
2017-05-15,Bihar,Chickenpox,9,0
2017-11-27,Bihar,Chickenpox,12,0
2017-12-18,Bihar,Chickenpox,13,0
2017-12-25,Bihar,Chickenpox,0,0
2018-01-01,Bihar,Chickenpox,0,0
2018-01-15,Bihar,Chickenpox,0,0
2018-01-22,Bihar,Chickenpox,0,0
2018-01-29,Bihar,Chickenpox,0,0
2018-02-26,Bihar,Chickenpox,12,0
2018-03-05,Bihar,Chickenpox,29,0
2018-03-12,Bihar,Chickenpox,14,0
2018-03-26,Bihar,Chickenpox,28,0
2018-04-02,Bihar,Chickenpox,162,0
2018-04-16,Bihar,Chickenpox,27,0
2018-05-14,Bihar,Chickenpox,24,0
2018-05-21,Bihar,Chickenpox,69,0
2018-06-11,Bihar,Chickenpox,10,0
2018-06-18,Bihar,Chickenpox,24,0
2018-11-26,Bihar,Chickenpox,18,0
2019-01-07,Bihar,Chickenpox,6,0
2019-01-14,Bihar,Chickenpox,36,0
2019-01-21,Bihar,Chickenpox,6,0
2019-02-04,Bihar,Chickenpox,57,1
2019-02-11,Bihar,Chickenpox,23,0
2019-02-25,Bihar,Chickenpox,15,0
2019-04-01,Bihar,Chickenpox,40,0
2019-04-08,Bihar,Chickenpox,22,0
2019-04-15,Bihar,Chickenpox,28,0
2019-05-06,Bihar,Chickenpox,61,0
2019-06-03,Bihar,Chickenpox,6,1
2019-11-04,Bihar,Chickenpox,11,0
2020-02-03,Bihar,Chickenpox,19,0
2020-02-24,Bihar,Chickenpox,7,0
2020-03-16,Bihar,Chickenpox,66,0
2020-03-23,Bihar,Chickenpox,66,0
2020-04-27,Bihar,Chickenpox,83,0
2022-11-14,Bihar,Chickenpox,14,0
2023-01-02,Bihar,Chickenpox,43,0
2023-01-23,Bihar,Chickenpox,12,0
2024-04-01,Bihar,Chickenpox,5,0
2025-02-17,Bihar,Chickenpox,5,0
2025-04-07,Bihar,Chickenpox,14,0
2025-12-22,Bihar,Chickenpox,5,0
2023-11-20,Bihar,Chikungunya,10,0
2014-11-10,Bihar,Cholera,21,1
2014-11-24,Bihar,Cholera,20,4
2013-09-02,Bihar,Dengue,0,0
2015-09-07,Bihar,Dengue,96,0
2015-09-14,Bihar,Dengue,174,1
2015-09-21,Bihar,Dengue,371,1
2015-09-28,Bihar,Dengue,521,1
2015-10-05,Bihar,Dengue,724,2
2015-10-12,Bihar,Dengue,906,0
2015-10-19,Bihar,Dengue,1204,0
2015-11-09,Bihar,Dengue,1504,0
2015-11-23,Bihar,Dengue,0,0
2015-11-30,Bihar,Dengue,29,0
2015-12-14,Bihar,Dengue,1680,0
2016-09-26,Bihar,Dengue,29,0
2016-10-03,Bihar,Dengue,9,0
2017-10-09,Bihar,Dengue,21,0
2017-11-27,Bihar,Dengue,9,0
2018-09-24,Bihar,Dengue,10,0
2018-11-26,Bihar,Dengue,47,0
2019-10-21,Bihar,Dengue,5,0
2019-11-04,Bihar,Dengue,75,1
2019-11-11,Bihar,Dengue,7,0
2019-12-23,Bihar,Dengue,21,0
2019-12-30,Bihar,Dengue,337,0
2022-08-29,Bihar,Dengue,14,0
2022-09-05,Bihar,Dengue,10,0
2022-09-19,Bihar,Dengue,39,0
2022-09-26,Bihar,Dengue,31,0
2022-11-07,Bihar,Dengue,2,0
2023-10-02,Bihar,Dengue,21,0
2023-10-09,Bihar,Dengue,396,0
2023-10-30,Bihar,Dengue,33,0
2023-11-06,Bihar,Dengue,39,0
2016-09-26,Bihar,Dengue And Chikungunya,168,0
2013-10-14,Bihar,Diphtheria,229,6
2016-02-01,Bihar,Diphtheria,2,0
2016-10-03,Bihar,Diphtheria,1,0
2017-08-21,Bihar,Diphtheria,0,1
2015-03-09,Bihar,Fever With Rash,12,0
2016-01-18,Bihar,Fever With Rash,7,0
2016-02-15,Bihar,Fever With Rash,63,0
2016-02-22,Bihar,Fever With Rash,128,0
2016-02-29,Bihar,Fever With Rash,0,0
2016-03-07,Bihar,Fever With Rash,24,0
2016-03-14,Bihar,Fever With Rash,0,0
2016-03-21,Bihar,Fever With Rash,0,0
2016-06-20,Bihar,Fever With Rash,8,0
2016-09-05,Bihar,Fever With Rash,0,0
2017-02-13,Bihar,Fever With Rash,65,0
2017-03-06,Bihar,Fever With Rash,32,0
2017-03-27,Bihar,Fever With Rash,0,0
2017-04-17,Bihar,Fever With Rash,0,0
2018-10-22,Bihar,Fever With Rash,12,1
2023-03-13,Bihar,Fever With Rash,15,0
2023-04-10,Bihar,Fever With Rash,17,0
2023-04-17,Bihar,Fever With Rash,17,0
2023-07-17,Bihar,Fever With Rash,7,0
2024-01-29,Bihar,Fever With Rash,11,0
2024-02-05,Bihar,Fever With Rash,14,0
2024-02-12,Bihar,Fever With Rash,9,0
2024-02-26,Bihar,Fever With Rash,9,0
2024-04-22,Bihar,Fever With Rash,25,0
2025-01-20,Bihar,Fever With Rash,22,0
2025-01-27,Bihar,Fever With Rash,21,0
2025-02-03,Bihar,Fever With Rash,22,0
2025-03-17,Bihar,Fever With Rash,9,0
2025-03-24,Bihar,Fever With Rash,42,0
2025-04-07,Bihar,Fever With Rash,27,0
2025-05-19,Bihar,Fever With Rash,6,0
2013-02-18,Bihar,Food Poisoning,43,0
2013-06-03,Bihar,Food Poisoning,22,0
2013-06-17,Bihar,Food Poisoning,19,0
2013-07-08,Bihar,Food Poisoning,500,0
2013-07-22,Bihar,Food Poisoning,30,0
2013-08-05,Bihar,Food Poisoning,85,0
2013-08-26,Bihar,Food Poisoning,30,0
2013-10-07,Bihar,Food Poisoning,58,0
2013-10-21,Bihar,Food Poisoning,152,0
2013-10-28,Bihar,Food Poisoning,284,1
2013-11-04,Bihar,Food Poisoning,10,1
2013-11-18,Bihar,Food Poisoning,53,1
2013-11-25,Bihar,Food Poisoning,56,0
2014-05-05,Bihar,Food Poisoning,35,0
2014-09-15,Bihar,Food Poisoning,18,0
2014-10-13,Bihar,Food Poisoning,15,0
2014-11-03,Bihar,Food Poisoning,0,0
2015-01-05,Bihar,Food Poisoning,0,3
2015-04-20,Bihar,Food Poisoning,5,0
2015-05-04,Bihar,Food Poisoning,0,0
2015-05-18,Bihar,Food Poisoning,208,0
2015-06-08,Bihar,Food Poisoning,44,0
2015-06-15,Bihar,Food Poisoning,28,0
2015-07-06,Bihar,Food Poisoning,88,0
2015-07-20,Bihar,Food Poisoning,83,0
2015-10-12,Bihar,Food Poisoning,210,0
2016-02-15,Bihar,Food Poisoning,105,0
2016-03-07,Bihar,Food Poisoning,17,0
2016-04-18,Bihar,Food Poisoning,125,1
2016-05-02,Bihar,Food Poisoning,62,0
2016-05-09,Bihar,Food Poisoning,39,0
2016-06-27,Bihar,Food Poisoning,91,0
2016-08-22,Bihar,Food Poisoning,18,2
2016-09-05,Bihar,Food Poisoning,0,2
2016-10-31,Bihar,Food Poisoning,32,0
2017-01-30,Bihar,Food Poisoning,63,0
2017-02-13,Bihar,Food Poisoning,21,0
2017-02-20,Bihar,Food Poisoning,42,0
2017-03-13,Bihar,Food Poisoning,36,0
2017-04-17,Bihar,Food Poisoning,0,0
2017-06-05,Bihar,Food Poisoning,0,0
2017-06-12,Bihar,Food Poisoning,0,1
2017-07-03,Bihar,Food Poisoning,0,0
2017-09-18,Bihar,Food Poisoning,19,0
2017-10-02,Bihar,Food Poisoning,0,0
2017-11-06,Bihar,Food Poisoning,0,0
2018-04-02,Bihar,Food Poisoning,60,0
2018-06-18,Bihar,Food Poisoning,33,0
2019-07-22,Bihar,Food Poisoning,79,0
2019-07-29,Bihar,Food Poisoning,29,1
2019-09-30,Bihar,Food Poisoning,47,0
2019-12-09,Bihar,Food Poisoning,6,0
2021-02-01,Bihar,Food Poisoning,40,0
2021-06-21,Bihar,Food Poisoning,19,0
2021-07-12,Bihar,Food Poisoning,46,0
2022-05-09,Bihar,Food Poisoning,23,0
2022-07-18,Bihar,Food Poisoning,14,0
2023-02-13,Bihar,Food Poisoning,145,0
2023-12-25,Bihar,Food Poisoning,13,0
2024-11-18,Bihar,Food Poisoning,34,0
2025-03-31,Bihar,Food Poisoning,40,0
2025-12-08,Bihar,Food Poisoning,115,0
2016-09-05,Bihar,Gastroenteritis,0,0
2017-06-05,Bihar,Gastroenteritis,0,0
2018-10-22,Bihar,Kala-Azar,13,0
2019-10-21,Bihar,Kala-Azar,3,0
2020-01-13,Bihar,Kala-Azar,2,0
2015-08-10,Bihar,Malaria,130,6
2015-08-17,Bihar,Malaria,3,2
2016-01-04,Bihar,Malaria,54,0
2016-05-16,Bihar,Malaria,96,0
2016-05-23,Bihar,Malaria,271,0
2016-07-04,Bihar,Malaria,12,0
2016-07-25,Bihar,Malaria,196,0
2016-08-22,Bihar,Malaria,8,0
2017-08-21,Bihar,Malaria,5,0
2017-11-13,Bihar,Malaria,20,0
2018-10-22,Bihar,Malaria,10,1
2020-12-14,Bihar,Malaria,112,0
2025-07-21,Bihar,Malaria,5,0
2013-02-25,Bihar,Measles,37,0
2013-03-25,Bihar,Measles,54,0
2013-04-08,Bihar,Measles,24,0
2013-04-22,Bihar,Measles,11,0
2014-05-19,Bihar,Measles,17,0
2014-10-20,Bihar,Measles,23,0
2014-10-27,Bihar,Measles,33,0
2014-11-17,Bihar,Measles,5,0
2014-11-24,Bihar,Measles,36,0
2014-12-22,Bihar,Measles,13,0
2015-01-26,Bihar,Measles,7,0
2015-02-02,Bihar,Measles,0,0
2015-03-30,Bihar,Measles,5,0
2015-04-27,Bihar,Measles,0,0
2015-06-01,Bihar,Measles,5,0
2015-08-03,Bihar,Measles,12,0
2015-08-24,Bihar,Measles,5,0
2015-08-31,Bihar,Measles,12,0
2015-09-21,Bihar,Measles,8,4
2015-10-26,Bihar,Measles,9,0
2015-11-02,Bihar,Measles,14,0
2015-11-30,Bihar,Measles,10,0
2015-12-07,Bihar,Measles,63,1
2015-12-14,Bihar,Measles,50,0
2015-12-21,Bihar,Measles,22,0
2015-12-28,Bihar,Measles,52,0
2016-01-04,Bihar,Measles,31,0
2016-01-11,Bihar,Measles,17,0
2016-01-18,Bihar,Measles,11,0
2016-02-01,Bihar,Measles,160,0
2016-02-08,Bihar,Measles,48,0
2016-02-15,Bihar,Measles,90,3
2016-02-22,Bihar,Measles,120,1
2016-02-29,Bihar,Measles,22,0
2016-03-14,Bihar,Measles,119,0
2016-04-04,Bihar,Measles,25,0
2016-04-18,Bihar,Measles,26,4
2016-05-02,Bihar,Measles,17,0
2016-05-23,Bihar,Measles,9,0
2016-12-12,Bihar,Measles,5,0
2017-01-16,Bihar,Measles,18,0
2017-01-23,Bihar,Measles,59,0
2017-02-20,Bihar,Measles,8,0
2017-02-27,Bihar,Measles,0,0
2017-03-20,Bihar,Measles,0,0
2017-04-03,Bihar,Measles,0,0
2017-04-24,Bihar,Measles,0,0
2017-05-08,Bihar,Measles,23,0
2017-09-18,Bihar,Measles,5,0
2017-10-16,Bihar,Measles,0,1
2017-11-20,Bihar,Measles,12,0
2017-12-11,Bihar,Measles,9,0
2017-12-25,Bihar,Measles,43,0
2018-01-01,Bihar,Measles,0,0
2018-01-15,Bihar,Measles,0,0
2018-01-22,Bihar,Measles,0,0
2018-01-29,Bihar,Measles,0,0
2018-02-05,Bihar,Measles,0,0
2018-02-12,Bihar,Measles,12,0
2018-02-19,Bihar,Measles,13,0
2018-03-05,Bihar,Measles,6,0
2018-04-02,Bihar,Measles,23,0
2018-04-16,Bihar,Measles,62,0
2018-05-07,Bihar,Measles,26,0
2018-05-14,Bihar,Measles,11,0
2018-05-21,Bihar,Measles,60,0
2018-05-28,Bihar,Measles,7,1
2018-06-11,Bihar,Measles,20,0
2018-06-18,Bihar,Measles,23,0
2018-07-02,Bihar,Measles,12,0
2018-10-01,Bihar,Measles,8,0
2018-10-08,Bihar,Measles,7,0
2018-10-22,Bihar,Measles,8,1
2018-11-05,Bihar,Measles,9,1
2018-12-03,Bihar,Measles,19,0
2018-12-10,Bihar,Measles,32,0
2019-01-07,Bihar,Measles,37,0
2019-01-14,Bihar,Measles,230,4
2019-01-21,Bihar,Measles,60,2
2019-02-18,Bihar,Measles,56,0
2019-03-11,Bihar,Measles,9,0
2019-04-08,Bihar,Measles,9,0
2019-07-01,Bihar,Measles,9,0
2019-07-22,Bihar,Measles,11,0
2020-01-20,Bihar,Measles,9,0
2020-03-09,Bihar,Measles,23,0
2021-01-11,Bihar,Measles,33,0
2022-12-05,Bihar,Measles,6,0
2023-02-20,Bihar,Measles,17,0
2023-02-27,Bihar,Measles,6,0
2023-06-26,Bihar,Measles,4,0
2023-07-31,Bihar,Measles,8,2
2023-09-11,Bihar,Measles,7,0
2023-12-04,Bihar,Measles,5,0
2023-12-11,Bihar,Measles,5,0
2023-12-25,Bihar,Measles,18,0
2024-01-08,Bihar,Measles,17,0
2024-02-05,Bihar,Measles,22,0
2024-03-25,Bihar,Measles,6,0
2024-05-06,Bihar,Measles,6,0
2024-05-13,Bihar,Measles,3,0
2024-06-03,Bihar,Measles,3,0
2025-01-27,Bihar,Measles,8,0
2025-02-10,Bihar,Measles,11,0
2025-05-19,Bihar,Measles,28,0
2025-12-01,Bihar,Measles,8,0
2025-12-22,Bihar,Measles,25,0
2025-12-29,Bihar,Measles,19,0
2019-04-15,Bihar,Mumps,43,0
2018-07-02,Bihar,Tetanus,1,0
2015-11-16,Bihar,Typhoid Fever,35,0
2025-01-06,Bihar,Typhoid Fever,37,0
2025-01-20,Bihar,Typhoid Fever,8,0
2014-03-03,Bihar,Viral Hepatitis,114,1
2014-03-10,Bihar,Viral Hepatitis,200,1
2017-01-09,Bihar,Viral Hepatitis,32,0
2017-02-13,Bihar,Viral Hepatitis,63,0
2017-01-16,Chandigarh,Acute Diarrhoeal Disease,246,0
2017-03-06,Chandigarh,Acute Diarrhoeal Disease,64,0
2018-01-08,Chandigarh,Acute Diarrhoeal Disease,0,0
2015-07-27,Chandigarh,Cholera,2,0
2015-08-03,Chandigarh,Cholera,2,0
2015-08-10,Chandigarh,Cholera,16,0
2015-08-17,Chandigarh,Cholera,43,0
2015-09-28,Chandigarh,Cholera,3,0
2016-06-06,Chandigarh,Cholera,31,0
2016-06-13,Chandigarh,Cholera,40,0
2016-06-20,Chandigarh,Cholera,51,0
2017-06-19,Chandigarh,Cholera,0,0
2021-08-02,Chandigarh,Cholera,8,0
2023-08-14,Chandigarh,Cholera,16,0
2015-09-07,Chandigarh,Dengue,13,0
2016-08-29,Chandigarh,Dengue,0,0
2017-08-14,Chandigarh,Dengue,0,0
2017-08-28,Chandigarh,Dengue,77,0
2018-09-10,Chandigarh,Dengue,18,0
2020-12-07,Chandigarh,Dengue,13,0
2015-05-18,Chandigarh,Measles,8,0
2015-05-25,Chandigarh,Measles,0,0
2013-01-07,Chandigarh,Viral Hepatitis,0,0
2018-01-08,Chandigarh,Viral Hepatitis,0,0
2013-07-22,Chhattisgarh,Acute Diarrhoeal Disease,48,0
2013-07-29,Chhattisgarh,Acute Diarrhoeal Disease,16,1
2013-08-12,Chhattisgarh,Acute Diarrhoeal Disease,68,0
2013-08-19,Chhattisgarh,Acute Diarrhoeal Disease,21,0
2013-08-26,Chhattisgarh,Acute Diarrhoeal Disease,35,0
2013-09-16,Chhattisgarh,Acute Diarrhoeal Disease,25,0
2013-10-14,Chhattisgarh,Acute Diarrhoeal Disease,65,0
2013-10-21,Chhattisgarh,Acute Diarrhoeal Disease,13,0
2013-10-28,Chhattisgarh,Acute Diarrhoeal Disease,9,1
2013-11-25,Chhattisgarh,Acute Diarrhoeal Disease,34,0
2014-06-30,Chhattisgarh,Acute Diarrhoeal Disease,87,0
2014-09-01,Chhattisgarh,Acute Diarrhoeal Disease,22,0
2015-07-20,Chhattisgarh,Acute Diarrhoeal Disease,208,0
2015-09-21,Chhattisgarh,Acute Diarrhoeal Disease,39,0
2015-09-28,Chhattisgarh,Acute Diarrhoeal Disease,29,0
2015-10-12,Chhattisgarh,Acute Diarrhoeal Disease,18,0
2015-10-19,Chhattisgarh,Acute Diarrhoeal Disease,38,0
2015-11-02,Chhattisgarh,Acute Diarrhoeal Disease,31,0
2015-11-09,Chhattisgarh,Acute Diarrhoeal Disease,50,0
2016-03-07,Chhattisgarh,Acute Diarrhoeal Disease,21,0
2016-06-06,Chhattisgarh,Acute Diarrhoeal Disease,20,0
2016-06-13,Chhattisgarh,Acute Diarrhoeal Disease,261,0
2016-06-20,Chhattisgarh,Acute Diarrhoeal Disease,101,0
2016-06-27,Chhattisgarh,Acute Diarrhoeal Disease,244,0
2016-07-04,Chhattisgarh,Acute Diarrhoeal Disease,42,0
2016-07-11,Chhattisgarh,Acute Diarrhoeal Disease,108,4
2016-07-18,Chhattisgarh,Acute Diarrhoeal Disease,214,0
2016-07-25,Chhattisgarh,Acute Diarrhoeal Disease,503,3
2016-08-01,Chhattisgarh,Acute Diarrhoeal Disease,178,6
2016-08-08,Chhattisgarh,Acute Diarrhoeal Disease,8,4
2016-08-15,Chhattisgarh,Acute Diarrhoeal Disease,249,2
2016-08-22,Chhattisgarh,Acute Diarrhoeal Disease,82,2
2016-08-29,Chhattisgarh,Acute Diarrhoeal Disease,31,2
2016-09-05,Chhattisgarh,Acute Diarrhoeal Disease,0,0
2016-09-19,Chhattisgarh,Acute Diarrhoeal Disease,242,0
2016-09-26,Chhattisgarh,Acute Diarrhoeal Disease,173,3
2016-11-14,Chhattisgarh,Acute Diarrhoeal Disease,153,0
2017-01-02,Chhattisgarh,Acute Diarrhoeal Disease,30,0
2017-03-06,Chhattisgarh,Acute Diarrhoeal Disease,55,0
2017-04-24,Chhattisgarh,Acute Diarrhoeal Disease,0,0
2017-06-12,Chhattisgarh,Acute Diarrhoeal Disease,0,0
2017-06-19,Chhattisgarh,Acute Diarrhoeal Disease,21,0
2017-06-26,Chhattisgarh,Acute Diarrhoeal Disease,0,0
2017-08-28,Chhattisgarh,Acute Diarrhoeal Disease,26,5
2017-09-18,Chhattisgarh,Acute Diarrhoeal Disease,0,0
2017-10-16,Chhattisgarh,Acute Diarrhoeal Disease,15,0
2018-09-17,Chhattisgarh,Acute Diarrhoeal Disease,121,0
2019-01-21,Chhattisgarh,Acute Diarrhoeal Disease,25,0
2019-04-22,Chhattisgarh,Acute Diarrhoeal Disease,104,0
2019-05-27,Chhattisgarh,Acute Diarrhoeal Disease,34,0
2019-07-01,Chhattisgarh,Acute Diarrhoeal Disease,39,0
2019-07-29,Chhattisgarh,Acute Diarrhoeal Disease,47,1
2019-08-26,Chhattisgarh,Acute Diarrhoeal Disease,39,0
2019-09-23,Chhattisgarh,Acute Diarrhoeal Disease,34,0
2019-10-21,Chhattisgarh,Acute Diarrhoeal Disease,66,1
2019-10-28,Chhattisgarh,Acute Diarrhoeal Disease,94,3
2019-12-23,Chhattisgarh,Acute Diarrhoeal Disease,14,0
2020-09-07,Chhattisgarh,Acute Diarrhoeal Disease,206,0
2022-06-13,Chhattisgarh,Acute Diarrhoeal Disease,8,1
2022-07-04,Chhattisgarh,Acute Diarrhoeal Disease,27,0
2022-07-18,Chhattisgarh,Acute Diarrhoeal Disease,22,0
2022-07-25,Chhattisgarh,Acute Diarrhoeal Disease,82,0
2022-08-01,Chhattisgarh,Acute Diarrhoeal Disease,16,0
2022-08-08,Chhattisgarh,Acute Diarrhoeal Disease,34,0
2022-08-22,Chhattisgarh,Acute Diarrhoeal Disease,52,0
2022-09-05,Chhattisgarh,Acute Diarrhoeal Disease,29,0
2022-09-12,Chhattisgarh,Acute Diarrhoeal Disease,33,0
2022-09-19,Chhattisgarh,Acute Diarrhoeal Disease,22,0
2022-09-26,Chhattisgarh,Acute Diarrhoeal Disease,43,0
2022-10-03,Chhattisgarh,Acute Diarrhoeal Disease,15,2
2022-10-24,Chhattisgarh,Acute Diarrhoeal Disease,18,0
2022-12-05,Chhattisgarh,Acute Diarrhoeal Disease,194,0
2022-12-19,Chhattisgarh,Acute Diarrhoeal Disease,15,0
2023-02-13,Chhattisgarh,Acute Diarrhoeal Disease,167,0
2023-03-13,Chhattisgarh,Acute Diarrhoeal Disease,11,0
2023-04-24,Chhattisgarh,Acute Diarrhoeal Disease,26,0
2023-06-05,Chhattisgarh,Acute Diarrhoeal Disease,5,0
2023-07-24,Chhattisgarh,Acute Diarrhoeal Disease,10,0
2023-08-07,Chhattisgarh,Acute Diarrhoeal Disease,99,0
2023-10-02,Chhattisgarh,Acute Diarrhoeal Disease,61,3
2023-11-13,Chhattisgarh,Acute Diarrhoeal Disease,145,0
2024-03-18,Chhattisgarh,Acute Diarrhoeal Disease,118,0
2024-05-20,Chhattisgarh,Acute Diarrhoeal Disease,41,0
2024-06-03,Chhattisgarh,Acute Diarrhoeal Disease,77,0
2025-01-06,Chhattisgarh,Acute Diarrhoeal Disease,108,0
2025-07-14,Chhattisgarh,Acute Diarrhoeal Disease,28,0
2025-11-17,Chhattisgarh,Acute Diarrhoeal Disease,42,0
2017-12-04,Chhattisgarh,Acute Encephalitis Syndrome,3,2
2018-10-01,Chhattisgarh,Acute Encephalitis Syndrome,1,1
2018-10-15,Chhattisgarh,Acute Encephalitis Syndrome,4,1
2019-07-01,Chhattisgarh,Acute Encephalitis Syndrome,6,1
2019-09-09,Chhattisgarh,Acute Encephalitis Syndrome,4,0
2019-12-02,Chhattisgarh,Acute Encephalitis Syndrome,1,1
2019-12-16,Chhattisgarh,Acute Encephalitis Syndrome,2,1
2020-02-03,Chhattisgarh,Acute Encephalitis Syndrome,6,1
2023-05-15,Chhattisgarh,Acute Febrile Illness,18,0
2023-05-22,Chhattisgarh,Acute Febrile Illness,6,0
2013-04-15,Chhattisgarh,Chickenpox,17,0
2013-06-10,Chhattisgarh,Chickenpox,8,0
2015-01-26,Chhattisgarh,Chickenpox,7,0
2015-03-16,Chhattisgarh,Chickenpox,12,0
2015-03-23,Chhattisgarh,Chickenpox,8,0
2016-01-18,Chhattisgarh,Chickenpox,48,0
2016-02-01,Chhattisgarh,Chickenpox,17,0
2016-02-08,Chhattisgarh,Chickenpox,85,0
2016-02-15,Chhattisgarh,Chickenpox,129,0
2016-02-22,Chhattisgarh,Chickenpox,103,0
2016-02-29,Chhattisgarh,Chickenpox,63,0
2016-03-14,Chhattisgarh,Chickenpox,52,0
2016-03-21,Chhattisgarh,Chickenpox,155,0
2016-04-04,Chhattisgarh,Chickenpox,14,0
2016-10-31,Chhattisgarh,Chickenpox,40,0
2016-12-19,Chhattisgarh,Chickenpox,15,0
2017-01-09,Chhattisgarh,Chickenpox,62,0
2017-01-23,Chhattisgarh,Chickenpox,24,0
2020-02-10,Chhattisgarh,Chickenpox,51,0
2023-01-09,Chhattisgarh,Chickenpox,89,0
2023-01-23,Chhattisgarh,Chickenpox,11,0
2023-01-30,Chhattisgarh,Chickenpox,52,0
2023-02-06,Chhattisgarh,Chickenpox,21,0
2023-03-13,Chhattisgarh,Chickenpox,14,0
2023-03-20,Chhattisgarh,Chickenpox,15,0
2023-04-03,Chhattisgarh,Chickenpox,31,0
2024-03-04,Chhattisgarh,Chickenpox,20,0
2024-03-18,Chhattisgarh,Chickenpox,20,0
2016-08-08,Chhattisgarh,Cholera,28,0
2016-08-22,Chhattisgarh,Cholera,7,2
2016-09-05,Chhattisgarh,Cholera,0,0
2013-05-13,Chhattisgarh,Dengue,0,0
2015-09-21,Chhattisgarh,Dengue,140,0
2015-10-12,Chhattisgarh,Dengue,17,0
2015-10-26,Chhattisgarh,Dengue,47,0
2015-11-23,Chhattisgarh,Dengue,57,0
2016-07-18,Chhattisgarh,Dengue,6,0
2016-08-08,Chhattisgarh,Dengue,41,0
2018-12-10,Chhattisgarh,Dengue,5,0
2019-09-09,Chhattisgarh,Dengue,74,0
2019-10-07,Chhattisgarh,Dengue,54,0
2019-12-09,Chhattisgarh,Dengue,7,0
2023-08-07,Chhattisgarh,Dengue,91,0
2024-02-05,Chhattisgarh,Dengue,24,0
2024-07-29,Chhattisgarh,Dengue,160,0
2016-08-08,Chhattisgarh,Fever With Rash,25,0
2017-03-06,Chhattisgarh,Fever With Rash,20,0
2017-08-28,Chhattisgarh,Fever With Rash,16,0
2023-02-27,Chhattisgarh,Fever With Rash,31,0
2013-03-04,Chhattisgarh,Food Poisoning,35,0
2013-05-06,Chhattisgarh,Food Poisoning,201,0
2013-06-03,Chhattisgarh,Food Poisoning,11,0
2013-06-10,Chhattisgarh,Food Poisoning,36,0
2013-08-26,Chhattisgarh,Food Poisoning,15,0
2013-09-30,Chhattisgarh,Food Poisoning,179,0
2013-10-07,Chhattisgarh,Food Poisoning,40,0
2013-11-18,Chhattisgarh,Food Poisoning,20,0
2014-01-13,Chhattisgarh,Food Poisoning,186,0
2014-02-03,Chhattisgarh,Food Poisoning,95,0
2014-04-14,Chhattisgarh,Food Poisoning,22,0
2015-03-16,Chhattisgarh,Food Poisoning,16,0
2015-05-11,Chhattisgarh,Food Poisoning,129,0
2015-06-29,Chhattisgarh,Food Poisoning,51,0
2016-02-08,Chhattisgarh,Food Poisoning,20,2
2016-03-14,Chhattisgarh,Food Poisoning,0,0
2016-05-09,Chhattisgarh,Food Poisoning,43,0
2016-06-06,Chhattisgarh,Food Poisoning,13,0
2016-06-13,Chhattisgarh,Food Poisoning,36,0
2016-07-04,Chhattisgarh,Food Poisoning,11,0
2016-07-18,Chhattisgarh,Food Poisoning,19,0
2016-07-25,Chhattisgarh,Food Poisoning,69,0
2016-08-22,Chhattisgarh,Food Poisoning,23,0
2016-11-21,Chhattisgarh,Food Poisoning,40,0
2017-03-27,Chhattisgarh,Food Poisoning,0,0
2017-04-24,Chhattisgarh,Food Poisoning,0,0
2017-10-23,Chhattisgarh,Food Poisoning,0,2
2018-10-01,Chhattisgarh,Food Poisoning,164,1
2018-11-19,Chhattisgarh,Food Poisoning,37,0
2019-02-04,Chhattisgarh,Food Poisoning,22,0
2019-03-11,Chhattisgarh,Food Poisoning,58,0
2019-05-27,Chhattisgarh,Food Poisoning,28,0
2020-02-03,Chhattisgarh,Food Poisoning,13,0
2020-07-06,Chhattisgarh,Food Poisoning,43,0
