date,state,disease,total_cases,total_deaths
2020-04-13,Kerala,Hepatitis A And E,16,0
2021-11-22,Kerala,Hepatitis B,4,0
2022-02-21,Kerala,Hepatitis B,9,0
2015-07-20,Kerala,Influenza H1N1,599,55
2015-08-10,Kerala,Influenza H1N1,721,64
2015-08-24,Kerala,Influenza H1N1,829,67
2015-08-31,Kerala,Influenza H1N1,0,0
2015-09-07,Kerala,Influenza H1N1,0,0
2015-09-14,Kerala,Influenza H1N1,0,0
2015-09-21,Kerala,Influenza H1N1,0,0
2015-09-28,Kerala,Influenza H1N1,83,0
2015-10-05,Kerala,Influenza H1N1,0,0
2015-10-19,Kerala,Influenza H1N1,0,0
2015-11-16,Kerala,Influenza H1N1,0,0
2015-12-28,Kerala,Influenza H1N1,11,0
2017-12-04,Kerala,Influenza H1N1,112,0
2018-01-29,Kerala,Influenza H1N1,0,0
2016-07-18,Kerala,Kala-Azar,1,0
2019-05-27,Kerala,Kala-Azar,1,0
2022-01-17,Kerala,Kala-Azar,1,0
2022-01-31,Kerala,Kala-Azar,1,0
2023-07-03,Kerala,Kala-Azar,7,0
2013-04-08,Kerala,Leptospirosis,20,0
2014-11-17,Kerala,Leptospirosis,4,1
2021-02-15,Kerala,Leptospirosis,26,2
2022-02-21,Kerala,Leptospirosis,18,0
2015-12-21,Kerala,Malaria,12,0
2016-02-01,Kerala,Malaria,5,0
2017-10-16,Kerala,Malaria,6,0
2019-04-15,Kerala,Malaria,3,0
2024-07-22,Kerala,Malaria,3,0
2015-01-12,Kerala,Measles,53,0
2015-01-26,Kerala,Measles,11,1
2015-02-09,Kerala,Measles,0,0
2015-02-16,Kerala,Measles,9,0
2015-03-09,Kerala,Measles,14,0
2015-03-16,Kerala,Measles,13,0
2015-09-28,Kerala,Measles,8,0
2016-02-01,Kerala,Measles,15,0
2016-03-28,Kerala,Measles,32,1
2016-10-31,Kerala,Measles,29,0
2017-01-09,Kerala,Measles,10,0
2017-01-23,Kerala,Measles,9,0
2017-03-06,Kerala,Measles,10,0
2017-11-13,Kerala,Measles,13,0
2018-01-08,Kerala,Measles,0,0
2018-02-26,Kerala,Measles,14,0
2019-03-11,Kerala,Measles,6,0
2022-11-07,Kerala,Measles,21,0
2023-01-09,Kerala,Measles,64,0
2013-01-07,Kerala,Mumps,10,0
2013-02-04,Kerala,Mumps,51,0
2013-03-11,Kerala,Mumps,14,0
2014-02-10,Kerala,Mumps,8,0
2014-02-17,Kerala,Mumps,23,0
2014-04-07,Kerala,Mumps,21,0
2014-10-20,Kerala,Mumps,9,0
2014-11-03,Kerala,Mumps,0,0
2015-03-30,Kerala,Mumps,42,0
2015-07-13,Kerala,Mumps,32,0
2015-08-10,Kerala,Mumps,64,0
2015-09-14,Kerala,Mumps,13,0
2015-12-14,Kerala,Mumps,18,0
2015-12-21,Kerala,Mumps,25,0
2016-02-01,Kerala,Mumps,8,0
2016-04-04,Kerala,Mumps,63,0
2016-08-01,Kerala,Mumps,19,0
2016-11-07,Kerala,Mumps,23,0
2020-01-20,Kerala,Mumps,9,0
2022-02-14,Kerala,Mumps,30,0
2024-02-26,Kerala,Mumps,14,0
2024-04-15,Kerala,Mumps,13,0
2025-01-20,Kerala,Mumps,22,0
2025-03-17,Kerala,Mumps,17,0
2025-12-01,Kerala,Mumps,301,0
2025-12-29,Kerala,Mumps,9,0
2019-06-03,Kerala,Nipah,1,0
2017-05-01,Kerala,Pertussis,5,0
2014-10-20,Kerala,Poisoning,32,0
2019-05-06,Kerala,Scrub Typhus,24,1
2016-05-02,Kerala,Typhoid Fever,212,0
2017-01-23,Kerala,Typhoid Fever,109,0
2017-02-13,Kerala,Typhoid Fever,109,0
2017-10-02,Kerala,Typhoid Fever,9,0
2017-10-30,Kerala,Typhoid Fever,12,0
2019-03-25,Kerala,Typhoid Fever,19,0
2022-01-31,Kerala,Typhoid Fever,4,0
2013-01-14,Kerala,Viral Hepatitis,10,0
2013-02-04,Kerala,Viral Hepatitis,33,0
2013-02-11,Kerala,Viral Hepatitis,81,0
2013-03-11,Kerala,Viral Hepatitis,12,0
2013-03-25,Kerala,Viral Hepatitis,26,0
2013-04-15,Kerala,Viral Hepatitis,12,0
2013-05-06,Kerala,Viral Hepatitis,19,0
2013-05-13,Kerala,Viral Hepatitis,0,0
2013-06-03,Kerala,Viral Hepatitis,48,0
2013-06-10,Kerala,Viral Hepatitis,0,0
2013-07-15,Kerala,Viral Hepatitis,24,0
2013-10-07,Kerala,Viral Hepatitis,75,0
2013-10-21,Kerala,Viral Hepatitis,17,0
2014-02-17,Kerala,Viral Hepatitis,32,0
2014-03-10,Kerala,Viral Hepatitis,35,0
2014-03-17,Kerala,Viral Hepatitis,54,0
2014-03-24,Kerala,Viral Hepatitis,152,0
2014-05-12,Kerala,Viral Hepatitis,21,0
2014-07-07,Kerala,Viral Hepatitis,60,0
2014-08-11,Kerala,Viral Hepatitis,10,0
2014-08-25,Kerala,Viral Hepatitis,45,0
2014-09-22,Kerala,Viral Hepatitis,12,0
2014-10-13,Kerala,Viral Hepatitis,10,0
2014-11-10,Kerala,Viral Hepatitis,22,0
2014-11-24,Kerala,Viral Hepatitis,56,0
2014-12-15,Kerala,Viral Hepatitis,10,0
2014-12-22,Kerala,Viral Hepatitis,10,0
2015-03-30,Kerala,Viral Hepatitis,13,0
2015-04-06,Kerala,Viral Hepatitis,0,0
2015-05-11,Kerala,Viral Hepatitis,52,0
2015-06-08,Kerala,Viral Hepatitis,24,0
2015-06-22,Kerala,Viral Hepatitis,34,0
2015-08-03,Kerala,Viral Hepatitis,20,0
2015-10-05,Kerala,Viral Hepatitis,17,0
2015-10-12,Kerala,Viral Hepatitis,53,0
2015-10-19,Kerala,Viral Hepatitis,83,0
2015-11-02,Kerala,Viral Hepatitis,17,0
2015-11-09,Kerala,Viral Hepatitis,21,0
2015-11-23,Kerala,Viral Hepatitis,11,0
2015-12-14,Kerala,Viral Hepatitis,52,0
2015-12-21,Kerala,Viral Hepatitis,31,0
2016-01-04,Kerala,Viral Hepatitis,33,0
2016-03-28,Kerala,Viral Hepatitis,20,0
2016-04-04,Kerala,Viral Hepatitis,104,1
2016-05-02,Kerala,Viral Hepatitis,20,1
2016-05-16,Kerala,Viral Hepatitis,34,0
2016-05-23,Kerala,Viral Hepatitis,19,1
2016-06-13,Kerala,Viral Hepatitis,43,0
2016-06-20,Kerala,Viral Hepatitis,43,0
2016-07-04,Kerala,Viral Hepatitis,43,0
2016-08-22,Kerala,Viral Hepatitis,157,0
2016-09-19,Kerala,Viral Hepatitis,0,0
2016-10-24,Kerala,Viral Hepatitis,23,0
2016-11-21,Kerala,Viral Hepatitis,28,0
2016-12-19,Kerala,Viral Hepatitis,15,0
2017-01-30,Kerala,Viral Hepatitis,11,0
2017-02-20,Kerala,Viral Hepatitis,10,0
2017-04-17,Kerala,Viral Hepatitis,0,1
2017-07-17,Kerala,Viral Hepatitis,13,1
2017-09-18,Kerala,Viral Hepatitis,13,0
2017-10-09,Kerala,Viral Hepatitis,31,0
2017-10-16,Kerala,Viral Hepatitis,47,0
2017-10-23,Kerala,Viral Hepatitis,31,0
2017-11-27,Kerala,Viral Hepatitis,21,0
2018-04-02,Kerala,Viral Hepatitis,138,0
2018-08-13,Kerala,Viral Hepatitis,26,0
2018-10-15,Kerala,Viral Hepatitis,25,0
2018-11-12,Kerala,Viral Hepatitis,8,0
2018-12-17,Kerala,Viral Hepatitis,15,0
2019-03-18,Kerala,Viral Hepatitis,18,0
2019-03-25,Kerala,Viral Hepatitis,55,1
2019-04-29,Kerala,Viral Hepatitis,21,0
2019-05-06,Kerala,Viral Hepatitis,20,0
2019-12-16,Kerala,Viral Hepatitis,12,0
2020-01-13,Kerala,Viral Hepatitis,54,0
2020-01-20,Kerala,Viral Hepatitis,54,0
2020-05-04,Kerala,Viral Hepatitis,15,0
2020-06-01,Kerala,Viral Hepatitis,16,0
2021-03-29,Kerala,Viral Hepatitis,15,0
2022-04-18,Kerala,Viral Hepatitis,20,0
2022-06-27,Kerala,Viral Hepatitis,5,0
2022-09-26,Kerala,Viral Hepatitis,21,0
2022-10-10,Kerala,Viral Hepatitis,26,0
2023-04-10,Kerala,Viral Hepatitis,33,0
2023-04-17,Kerala,Viral Hepatitis,25,0
2023-07-17,Kerala,Viral Hepatitis,7,0
2023-08-14,Kerala,Viral Hepatitis,7,0
2023-09-04,Kerala,Viral Hepatitis,17,0
2023-09-25,Kerala,Viral Hepatitis,26,0
2023-10-09,Kerala,Viral Hepatitis,10,0
2024-03-18,Kerala,Viral Hepatitis,7,0
2024-03-25,Kerala,Viral Hepatitis,19,0
2024-10-07,Kerala,Viral Hepatitis,24,0
2024-10-14,Kerala,Viral Hepatitis,19,0
2024-10-28,Kerala,Viral Hepatitis,20,0
2024-12-23,Kerala,Viral Hepatitis,80,0
2025-05-12,Kerala,Viral Hepatitis,25,0
2025-09-08,Kerala,Viral Hepatitis,33,0
2025-09-22,Kerala,Viral Hepatitis,11,0
2021-05-17,Kerala,Zika Virus Disease,65,0
2025-10-27,Ladakh,Viral Hepatitis,30,0
2014-03-24,Lakshadweep,Dengue,6,0
2014-07-14,Lakshadweep,Dengue,29,0
2015-10-19,Lakshadweep,Dengue,56,0
2015-12-21,Lakshadweep,Dengue,15,0
2016-01-04,Lakshadweep,Dengue,50,0
2016-01-11,Lakshadweep,Dengue,11,0
2016-01-18,Lakshadweep,Dengue,0,0
2016-11-07,Lakshadweep,Dengue,5,0
2013-03-18,Madhya Pradesh,Acute Diarrhoeal Disease,24,0
2013-04-15,Madhya Pradesh,Acute Diarrhoeal Disease,16,0
2013-04-22,Madhya Pradesh,Acute Diarrhoeal Disease,24,0
2013-05-13,Madhya Pradesh,Acute Diarrhoeal Disease,0,0
2013-05-20,Madhya Pradesh,Acute Diarrhoeal Disease,83,0
2013-06-17,Madhya Pradesh,Acute Diarrhoeal Disease,10,1
2013-07-08,Madhya Pradesh,Acute Diarrhoeal Disease,8,0
2013-07-22,Madhya Pradesh,Acute Diarrhoeal Disease,53,1
2013-07-29,Madhya Pradesh,Acute Diarrhoeal Disease,49,2
2013-08-12,Madhya Pradesh,Acute Diarrhoeal Disease,25,2
2013-08-19,Madhya Pradesh,Acute Diarrhoeal Disease,70,1
2013-08-26,Madhya Pradesh,Acute Diarrhoeal Disease,24,1
2013-09-09,Madhya Pradesh,Acute Diarrhoeal Disease,17,0
2014-02-03,Madhya Pradesh,Acute Diarrhoeal Disease,22,0
2014-04-07,Madhya Pradesh,Acute Diarrhoeal Disease,14,0
2014-05-12,Madhya Pradesh,Acute Diarrhoeal Disease,48,0
2014-06-09,Madhya Pradesh,Acute Diarrhoeal Disease,49,0
2014-06-16,Madhya Pradesh,Acute Diarrhoeal Disease,23,0
2014-07-14,Madhya Pradesh,Acute Diarrhoeal Disease,50,0
2014-07-21,Madhya Pradesh,Acute Diarrhoeal Disease,47,0
2014-08-04,Madhya Pradesh,Acute Diarrhoeal Disease,45,0
2014-08-18,Madhya Pradesh,Acute Diarrhoeal Disease,20,0
2014-09-08,Madhya Pradesh,Acute Diarrhoeal Disease,21,0
2014-09-15,Madhya Pradesh,Acute Diarrhoeal Disease,92,0
2014-09-22,Madhya Pradesh,Acute Diarrhoeal Disease,23,1
2014-10-20,Madhya Pradesh,Acute Diarrhoeal Disease,11,0
2014-11-10,Madhya Pradesh,Acute Diarrhoeal Disease,19,0
2014-12-08,Madhya Pradesh,Acute Diarrhoeal Disease,10,0
2014-12-15,Madhya Pradesh,Acute Diarrhoeal Disease,40,0
2015-01-05,Madhya Pradesh,Acute Diarrhoeal Disease,0,0
2015-01-26,Madhya Pradesh,Acute Diarrhoeal Disease,0,0
2015-04-06,Madhya Pradesh,Acute Diarrhoeal Disease,0,0
2015-04-13,Madhya Pradesh,Acute Diarrhoeal Disease,171,0
2015-05-11,Madhya Pradesh,Acute Diarrhoeal Disease,12,0
2015-05-18,Madhya Pradesh,Acute Diarrhoeal Disease,15,0
2015-06-01,Madhya Pradesh,Acute Diarrhoeal Disease,16,0
2015-06-22,Madhya Pradesh,Acute Diarrhoeal Disease,18,0
2015-07-06,Madhya Pradesh,Acute Diarrhoeal Disease,18,0
2015-07-13,Madhya Pradesh,Acute Diarrhoeal Disease,13,2
2015-07-27,Madhya Pradesh,Acute Diarrhoeal Disease,13,0
2015-08-03,Madhya Pradesh,Acute Diarrhoeal Disease,45,0
2015-08-17,Madhya Pradesh,Acute Diarrhoeal Disease,53,0
2015-08-31,Madhya Pradesh,Acute Diarrhoeal Disease,58,0
2015-09-07,Madhya Pradesh,Acute Diarrhoeal Disease,12,0
2015-09-14,Madhya Pradesh,Acute Diarrhoeal Disease,12,0
2015-10-05,Madhya Pradesh,Acute Diarrhoeal Disease,20,1
2015-10-12,Madhya Pradesh,Acute Diarrhoeal Disease,89,0
2015-11-02,Madhya Pradesh,Acute Diarrhoeal Disease,82,0
2015-11-30,Madhya Pradesh,Acute Diarrhoeal Disease,30,0
2016-05-02,Madhya Pradesh,Acute Diarrhoeal Disease,17,0
2016-05-09,Madhya Pradesh,Acute Diarrhoeal Disease,117,0
2016-05-30,Madhya Pradesh,Acute Diarrhoeal Disease,98,1
2016-06-06,Madhya Pradesh,Acute Diarrhoeal Disease,33,0
2016-06-13,Madhya Pradesh,Acute Diarrhoeal Disease,400,4
2016-06-20,Madhya Pradesh,Acute Diarrhoeal Disease,65,0
2016-06-27,Madhya Pradesh,Acute Diarrhoeal Disease,218,1
2016-07-04,Madhya Pradesh,Acute Diarrhoeal Disease,248,0
2016-07-11,Madhya Pradesh,Acute Diarrhoeal Disease,181,0
2016-07-18,Madhya Pradesh,Acute Diarrhoeal Disease,295,1
2016-07-25,Madhya Pradesh,Acute Diarrhoeal Disease,102,3
2016-08-01,Madhya Pradesh,Acute Diarrhoeal Disease,234,1
2016-08-08,Madhya Pradesh,Acute Diarrhoeal Disease,322,0
2016-08-22,Madhya Pradesh,Acute Diarrhoeal Disease,52,0
2016-08-29,Madhya Pradesh,Acute Diarrhoeal Disease,0,5
2016-09-05,Madhya Pradesh,Acute Diarrhoeal Disease,0,0
2016-09-26,Madhya Pradesh,Acute Diarrhoeal Disease,12,0
2016-10-03,Madhya Pradesh,Acute Diarrhoeal Disease,43,2
2016-10-24,Madhya Pradesh,Acute Diarrhoeal Disease,14,0
2017-05-22,Madhya Pradesh,Acute Diarrhoeal Disease,36,0
2017-06-19,Madhya Pradesh,Acute Diarrhoeal Disease,425,0
2017-10-09,Madhya Pradesh,Acute Diarrhoeal Disease,12,1
2018-08-20,Madhya Pradesh,Acute Diarrhoeal Disease,13,0
2020-11-30,Madhya Pradesh,Acute Diarrhoeal Disease,120,0
2021-06-21,Madhya Pradesh,Acute Diarrhoeal Disease,174,0
2022-08-01,Madhya Pradesh,Acute Diarrhoeal Disease,17,0
2024-10-14,Madhya Pradesh,Acute Diarrhoeal Disease,16,0
2024-10-21,Madhya Pradesh,Acute Diarrhoeal Disease,26,0
2025-05-05,Madhya Pradesh,Acute Diarrhoeal Disease,9,0
2016-12-05,Madhya Pradesh,Acute Encephalitis Syndrome,1,0
2013-06-24,Madhya Pradesh,Acute Febrile Illness,48,0
2013-07-15,Madhya Pradesh,Acute Febrile Illness,27,0
2013-08-19,Madhya Pradesh,Acute Febrile Illness,28,0
2013-09-02,Madhya Pradesh,Acute Febrile Illness,102,0
2013-09-30,Madhya Pradesh,Acute Febrile Illness,25,1
2013-10-07,Madhya Pradesh,Acute Febrile Illness,22,0
2014-03-24,Madhya Pradesh,Acute Febrile Illness,42,0
2014-09-08,Madhya Pradesh,Acute Febrile Illness,54,0
2015-09-28,Madhya Pradesh,Acute Febrile Illness,89,0
2015-11-16,Madhya Pradesh,Acute Febrile Illness,157,0
2016-07-25,Madhya Pradesh,Acute Febrile Illness,124,0
2016-08-29,Madhya Pradesh,Acute Febrile Illness,0,0
2016-09-05,Madhya Pradesh,Acute Febrile Illness,0,0
2016-09-12,Madhya Pradesh,Acute Febrile Illness,0,0
2016-09-19,Madhya Pradesh,Acute Febrile Illness,81,0
2017-11-13,Madhya Pradesh,Acute Febrile Illness,0,0
2023-10-30,Madhya Pradesh,Acute Febrile Illness,26,0
2013-01-21,Madhya Pradesh,Chickenpox,8,0
2013-04-01,Madhya Pradesh,Chickenpox,8,0
2013-06-03,Madhya Pradesh,Chickenpox,27,0
2015-01-19,Madhya Pradesh,Chickenpox,64,0
2015-08-03,Madhya Pradesh,Chickenpox,19,0
2015-11-30,Madhya Pradesh,Chickenpox,15,0
2015-12-14,Madhya Pradesh,Chickenpox,20,0
2016-01-04,Madhya Pradesh,Chickenpox,11,0
2016-02-01,Madhya Pradesh,Chickenpox,50,0
2016-02-08,Madhya Pradesh,Chickenpox,24,0
2016-02-15,Madhya Pradesh,Chickenpox,13,0
2016-04-04,Madhya Pradesh,Chickenpox,26,0
2016-04-25,Madhya Pradesh,Chickenpox,11,0
2016-12-05,Madhya Pradesh,Chickenpox,11,0
2017-01-30,Madhya Pradesh,Chickenpox,103,0
2017-02-06,Madhya Pradesh,Chickenpox,52,0
2024-01-29,Madhya Pradesh,Chickenpox,5,0
2014-04-28,Madhya Pradesh,Chikungunya,35,0
2014-09-08,Madhya Pradesh,Chikungunya,48,0
2014-09-22,Madhya Pradesh,Chikungunya,58,0
2014-11-24,Madhya Pradesh,Chikungunya,140,1
2015-11-23,Madhya Pradesh,Chikungunya,49,0
2016-11-07,Madhya Pradesh,Chikungunya,50,0
2017-10-02,Madhya Pradesh,Chikungunya,126,0
2015-06-15,Madhya Pradesh,Cholera,44,0
2015-08-31,Madhya Pradesh,Cholera,5,0
2016-05-16,Madhya Pradesh,Cholera,33,0
2016-05-23,Madhya Pradesh,Cholera,3,0
2016-06-27,Madhya Pradesh,Cholera,81,1
2016-07-11,Madhya Pradesh,Cholera,16,0
2016-07-18,Madhya Pradesh,Cholera,758,1
2016-07-25,Madhya Pradesh,Cholera,30,1
2016-08-01,Madhya Pradesh,Cholera,49,6
2016-08-08,Madhya Pradesh,Cholera,184,1
2016-08-15,Madhya Pradesh,Cholera,1614,1
2016-08-22,Madhya Pradesh,Cholera,6,0
2018-08-20,Madhya Pradesh,Cholera,6,0
2025-03-03,Madhya Pradesh,Cholera,69,0
2014-01-20,Madhya Pradesh,Dengue,40,0
2014-05-05,Madhya Pradesh,Dengue,63,0
2014-05-19,Madhya Pradesh,Dengue,50,0
2014-11-03,Madhya Pradesh,Dengue,25,0
2015-09-14,Madhya Pradesh,Dengue,15,0
2015-09-21,Madhya Pradesh,Dengue,30,0
2015-09-28,Madhya Pradesh,Dengue,9,0
2015-10-05,Madhya Pradesh,Dengue,38,0
2015-10-19,Madhya Pradesh,Dengue,11,0
2015-12-07,Madhya Pradesh,Dengue,10,0
2016-03-28,Madhya Pradesh,Dengue,0,0
2016-06-13,Madhya Pradesh,Dengue,9,0
2016-08-29,Madhya Pradesh,Dengue,0,0
2016-09-05,Madhya Pradesh,Dengue,0,0
2016-09-19,Madhya Pradesh,Dengue,25,0
2016-11-07,Madhya Pradesh,Dengue,11,0
2018-08-20,Madhya Pradesh,Dengue,17,0
2020-11-09,Madhya Pradesh,Dengue,22,0
2022-11-28,Madhya Pradesh,Dengue,5,0
2023-09-04,Madhya Pradesh,Dengue,8,0
2023-11-06,Madhya Pradesh,Dengue,134,0
2015-04-13,Madhya Pradesh,Fever With Rash,10,0
2015-12-21,Madhya Pradesh,Fever With Rash,9,0
2016-04-25,Madhya Pradesh,Fever With Rash,16,0
2016-06-06,Madhya Pradesh,Fever With Rash,6,4
2017-01-09,Madhya Pradesh,Fever With Rash,30,0
2023-06-19,Madhya Pradesh,Fever With Rash,5,0
2024-01-29,Madhya Pradesh,Fever With Rash,15,0
2013-02-25,Madhya Pradesh,Food Poisoning,174,0
2013-03-04,Madhya Pradesh,Food Poisoning,14,0
2013-03-11,Madhya Pradesh,Food Poisoning,93,0
2013-04-29,Madhya Pradesh,Food Poisoning,69,0
2013-05-27,Madhya Pradesh,Food Poisoning,91,0
2013-08-12,Madhya Pradesh,Food Poisoning,14,0
2013-09-23,Madhya Pradesh,Food Poisoning,150,0
2014-01-27,Madhya Pradesh,Food Poisoning,150,0
2014-04-21,Madhya Pradesh,Food Poisoning,66,0
2014-05-05,Madhya Pradesh,Food Poisoning,40,0
2014-06-02,Madhya Pradesh,Food Poisoning,0,0
2014-07-07,Madhya Pradesh,Food Poisoning,51,0
2014-08-18,Madhya Pradesh,Food Poisoning,60,0
2014-09-01,Madhya Pradesh,Food Poisoning,15,3
2014-11-24,Madhya Pradesh,Food Poisoning,36,0
2015-01-12,Madhya Pradesh,Food Poisoning,20,0
2015-02-16,Madhya Pradesh,Food Poisoning,38,0
